,Field,text,emotions,score
18,priorities and concerns,Maintaining our volunteers. Most of our volunteers are retired people and helping them feel safe back at our organisation has been difficult and I sympathise with them. Without our volunteers we have no organisation they are the reason why we can do what we do. We are nothing without our valuable volunteers,sadness,0.4640263020992279
19,priorities and concerns,Our main income activity is in demand now but can be seen as a luxury so have concerns going forward regarding the developing economic outlook,caring,0.7623634338378906
20,priorities and concerns,Volunteer recruitment/training & future sustainability.,neutral,0.9344938397407532
21,priorities and concerns,Our main concern at the moment is the impact the situation has on our clients and the knock on effect that has for people continuing to attend our classes and support groups.,caring,0.9507793188095093
22,priorities and concerns,"Financial Sustainability, Excellence and Impact.",neutral,0.9958450198173523
23,priorities and concerns,Expected increase in demand for our services and support - in particular for emergency funding of which we only have a set amount to distribute,surprise,0.40639063715934753
24,priorities and concerns,Resourcing and admin support.,neutral,0.9893869161605835
25,priorities and concerns,We are currently working on a disruption plan,neutral,0.9965291619300842
26,priorities and concerns,"Keeping our marae viable, & staff employed, as we anticipate reduced usage in the short term, if not longer. Supporting/empowering our Maori community depending on their needs. Concern re our contracts which expire June 30 & currently have not been renewed.",optimism,0.5982211232185364
27,priorities and concerns,Re- instating our coaching programmes And looking at more opportunities to offer play to our community. Biggest concern is access to funding.,approval,0.426283061504364
28,priorities and concerns,Supporting our communities,caring,0.9498417377471924
29,priorities and concerns,Maintaining connections,neutral,0.9478288888931274
30,priorities and concerns,Ensuring the business is still financially viable,neutral,0.716441810131073
31,priorities and concerns,Lack of visitors ie travelling public NZ or overseas.,neutral,0.9874195456504822
32,priorities and concerns,To ensure we can fully operate the junior sport season commencing October 20 through to April 21 including being able to pay our accredited coaches.,neutral,0.4968879222869873
33,priorities and concerns,Reacting to economic fallout in our small tourism reliant community,sadness,0.9657503366470337
34,priorities and concerns,Due to COVID 19 we have had to curtail all our fundraising events that normally occur between March and August therefore leaving us in a position where we have to turn down requests for assistance.,approval,0.8174828886985779
35,priorities and concerns,Staff and student well-being after what has been a very stressful time for most.,caring,0.8319445848464966
36,priorities and concerns,"Ongoing funding provision, mandate and support for communities and agencies to be strategically part of local level responses in recovery phase. Big agencies will dominate because of their power/resource base",neutral,0.9207214117050171
37,priorities and concerns,How best to support our sector,curiosity,0.7826481461524963
38,priorities and concerns,"Maintaining momentum, taking the ""best"" of lockdown to see how we can be leaner and smarter",admiration,0.5545105338096619
39,priorities and concerns,Keeping our community connected. Especially rangatahi. Youth have a lot to contend with and are vulnerable to isolation. We want to keep them connected so providing an range of ways to connect is our plan.,desire,0.47981518507003784
40,priorities and concerns,"1 Delivery of quality welfare services with sufficient time to engage with clients, assess deeper needs, advocate for them, make referrals and provide follow up if required. 2 Continue to deliver intensive services for our traditional clients who were already 'at the bottom of the heap'. Ensure that they do not experience another generation of disadvantage and compound inequity in NZ. 3 Put capability and capacity in place so that the services are there for new clients in 3-6-12 months. Our staff have been overwhelmed by the volume of immediate demand and do not have time or experience to engage in mid-term planning. This planning requires community involvement, inter-agency collaboration AND strong funder support AT THE SAME TIME, IN THE SAME PLACE. 4 We need to grab opportunities to resolve long-standing problems. (Eg - government's Housing First programme - funding of social housing and wrap-around services is an excellent example of this).",neutral,0.8476477861404419
41,priorities and concerns,Our main priorities is to try & get as many 10 week Classes thru as we possibly can,approval,0.8626469969749451
42,priorities and concerns,"Will there be enough grants available for us to apply for? Will MSD, Corrections, have new contracts available that will be accessible to new providers or will they just go to existing providers in the community?",curiosity,0.7806273102760315
43,priorities and concerns,Maintaining a presence and funding,admiration,0.38977620005607605
44,priorities and concerns,Nil,neutral,0.9799578785896301
45,priorities and concerns,keeping in touch with the vulnerable people who are not IT savvy. keeping in touch with all to ensure the mental stress is diminished,caring,0.8904193639755249
46,priorities and concerns,Finding funding to allow sport areas to assist in delivery of our programmes,desire,0.7962169051170349
47,priorities and concerns,the 2021 fair and ensuring we have a committee to run it,approval,0.8298631906509399
48,priorities and concerns,Funding,neutral,0.8977287411689758
49,priorities and concerns,"Key concerns are: finding funding to pay wages so that we can maintain the knowledge of our admin team; follow through from our product donors, we pay for tests and some regions we don't have grant funding and so we lose the product; being able to provide better service to our recipient families by having enough donors for them so that they are not having to find product elsewhere.",neutral,0.692948579788208
50,priorities and concerns,"What funding is going to look like in 5,6,7 months down the track. Gaming grants were 25% of our income. We will now be competing against more organizations for a decreasing pool of funds.",realization,0.7062052488327026
51,priorities and concerns,"Funding, long term projects, safety obligations, loneliness and disconnection in our community",neutral,0.9003427028656006
52,priorities and concerns,Ascertaining what we need to shift and change as we move back our of the restrictions that becomes part of a new normal.,realization,0.8118933439254761
53,priorities and concerns,"We had planned new services, and research, to launch in the next 12months and had saved up enough to pay for this. Funds now have go to just operating our basic service. Estimate that COVID has set back our expansion plans 12-18 months.",neutral,0.695605456829071
54,priorities and concerns,"My priority is stabilising the organisation, generating new income streams, and growing the organisation.",approval,0.6574020981788635
55,priorities and concerns,Determining when it may be safe to return to physical workshops. rescheduling a ceremony that was to have happened on 2 April.,neutral,0.5457527041435242
56,priorities and concerns,funding for renovations that have been carried out,neutral,0.9669318795204163
57,priorities and concerns,"Finding the gaps to those in desperate need. Collaborating with others in the community to meet these needs. Working with people/families to restore and move towards positive outcomes and hope for the future. We seek to empower the individual, whānau and the community",approval,0.9873007535934448
58,priorities and concerns,"We have a key role, with the sector, in building donor confidence that they can still effectively partner with effective and transparent organisations to achieve transformational impact where it is most needed. Additionally, trying help the public and donors understand where the very broad, wide and sometimes undefined role and response of Government begins and ends so that genuine need in the community is better understood.",approval,0.9419723749160767
59,priorities and concerns,"1. we have become more tech oriented and want to built that up 2. we have many interests now in policy and innovation especially with ides that may benefit a post COVID world - changes in government policy, better social services, environment and climate initiatives and ways with new tech. the trick is getting them into places where they can have any impact or application because the scope of change has become highly invested and complicated.",neutral,0.5133758783340454
60,priorities and concerns,"We are waiting for our council to undertake promised work on what will become a community run resource recovery centre. This has been frequently delayed, again by the COVID crisis. Our main need at the moment is to inspire and bring our team back together with renewed energy, which has been dissipated over lockdown",optimism,0.7274917960166931
61,priorities and concerns,had to cancel. will lose volunteers,sadness,0.5730711221694946
62,priorities and concerns,Finding wages/salaries funding,neutral,0.9830878376960754
63,priorities and concerns,Getting all our staff back to pre lockdown levels of work while being aware of the needs they have not only as staff but as people too as they have also been impacted not just our clients. Managing the extras of COVID-19 while managing what our service needs e.g. budget time. Funding worries - what funding particularly from our community funders will look like down the track. The work is going to grow so any reduction will be really hard and likely result in needing to reduce service delivery at a time we will need to remain at the same levels or likely higher to meet the demands of our community IT - need to review what is needed to be able to work remotely better as our computer system for staff is largely office based. This is an expensive area that will have challenges for all NGO providers.,realization,0.9172821640968323
64,priorities and concerns,"Key priorities has been supporting essential services during COVID. Now that the crisis is lessening, it will be about ensuring our advocacy at national level is a true representation of the diversity of the sector",approval,0.3675791323184967
65,priorities and concerns,"Plans are being made by public and private entities for the recovery phase from COVID. These plans rely on community organizations to deliver services to vulnerable groups. Unfortunately, the community sector is not being engaged in developing these plans. Government organizations are still working in silos.",neutral,0.8748317956924438
66,priorities and concerns,"Key priorities is to stabilise our funding so we can keep operating. Then it is to try and partner with others so we are not so vulnerable in the future. One of my concerns is how isolated the management are of some of the smaller community groups. We have all taken a lot of stress during COVID-19 and there is very little support for us to tap into professionally. The larger community organisations who have funding have been able to support their management team really well. For some of us, we are alone, isolated and carrying the stress on our own with nobody to turn to for peer support or help.",sadness,0.962791383266449
67,priorities and concerns,Getting everything up & running again. Sorting out specific literacy with grant obtained. Funding accountabilities and applications.,neutral,0.9075039625167847
68,priorities and concerns,"Funding after September, increased isolation for clients in the justice system, stress on women in this situation with limited other services available.",caring,0.35897842049598694
69,priorities and concerns,"Priorities: - Engaging our funders and donors so they keep supporting us - Ensuring we can deliver our services to our beneficiaries (in new formats if necessary) - Supporting volunteers and staff - Sourcing additional revenue streams Concerns: - Uncertainty about the future, particularly in relation to funding. We don't know how big the financial ramifications will be, or how long they will last so are budgeting for different scenarios. Also with funding a lot of the COVID-19 response funding has been for those immediate response services, so we haven't been eligible for most of those, and are still reliant mainly on our traditional funding routes, plus devising different opportunities of our own for more fundraising.",approval,0.2502332627773285
70,priorities and concerns,The wide ranging impact across all sectors and fundraising opportunities.,approval,0.552705705165863
71,priorities and concerns,"We are thinking of closing our branch however due to the financial hardship some people may find themselves in post COVID-19 our services may be needed more than ever. There again, the funding will be less and therefore what our branch supply may not be able to be purchased.",realization,0.6402736306190491
72,priorities and concerns,Funding - viability,neutral,0.9982056617736816
73,priorities and concerns,Is it worth even attempting to restart? How long will it be difficult to be together?,confusion,0.9471542239189148
74,priorities and concerns,Generally BAU with two organisations Some possible staff loss a concern Shakeup made us focus on mission,approval,0.5939180254936218
75,priorities and concerns,Once wage subsidies have gone - the need for budgeting services and not having the staff resources to deliver,neutral,0.541972279548645
76,priorities and concerns,Key concerns are keeping our elderly volunteers safe and healthy.,caring,0.9144838452339172
77,priorities and concerns,on going viability,neutral,0.9562978148460388
78,priorities and concerns,"How to remain viable as an organisation and meet our financial commitments, Eg rates, power and monies to provide safe health requirements.",confusion,0.9028233289718628
79,priorities and concerns,Being able to protect the vulnerable among our students while continuing to grow our base,caring,0.8399075865745544
80,priorities and concerns,Our key priority is to restructure our business to reduce operating costs in response to significantly decreased revenue,approval,0.7546952366828918
81,priorities and concerns,Key Priorities - keeping programme partners engaged and motivated Concerns - funding; long-term shifts in protocols around events and large gatherings,approval,0.6473830342292786
82,priorities and concerns,A high percentage of our income is funding received from organisations such as Pub Charity and a reliance on gaming machines. The concern is that we wont know the COVID-effect or result until applications are submitted.,caring,0.9404231905937195
83,priorities and concerns,A lack of flexibility and time to engage with project proposals and management planning issues. We're a small entity trying to develop infrastructure for the local community and it's a real struggle to engage efficiently or get good outcomes from the likes of government or regional council.,disappointment,0.9517698287963867
84,priorities and concerns,"Our funder does not appear to have any flexibility in demanding we still produce the same outcomes, although we were ahead of our milestone requirements and had already fulfilled ahead of target, this was not recognised",disappointment,0.9109233021736145
85,priorities and concerns,Uncertainty around grant funding and sponsorship in 2021.,neutral,0.7095547914505005
86,priorities and concerns,How to stay afloat until the large public events we are a part of are able to re open,neutral,0.7116131782531738
87,priorities and concerns,messaging for older people. loneliness for older people,sadness,0.8193971514701843
88,priorities and concerns,Nil,neutral,0.9799578785896301
89,priorities and concerns,Targeted COVID-19 funds appear to be by invitation only and/ or don't cover any core operational costs,neutral,0.9978100657463074
90,priorities and concerns,Tax returns and getting funds back from travel agents,neutral,0.9979618787765503
91,priorities and concerns,Just making the right decisions in a fast moving environment. So we don't invest resources into the wrong area. Medium term planning feels like more guesswork than usual. Everyone is looking for help from us so this has increased workload in this area.,approval,0.9945171475410461
92,priorities and concerns,"Poverty in families and trauma in young people, loss of income for a new group of poor, ability to provide food for those in need",sadness,0.8217923641204834
93,priorities and concerns,"Concerns: Gap created by pause in gaming trust decisions which may mean even more applicants for other funders. The ongoing, un-budgeted costs of maintaining an online presence via zoom etc. Supporting work at home for staff e.g. increased data, heating, power. We feel that it's great for people to have options to WFH and it has worked well, but they are incurring extra costs to work for us especially as winter is here. Another unbudgeted cost which overlaps with us having an office lease. Priorities:- Making sure none of our clients fall through the gaps/off the radar. They can be quite transient and this presented some challenges during L4/3 in terms of keeping in touch. A time investment is needed to make sure we can keep them motivated to participate/complete programmes at the moment",admiration,0.9442502856254578
94,priorities and concerns,awaiting level 1 so we can offer services,approval,0.9806386828422546
95,priorities and concerns,Funding is our key concern. We have 3 key funders that we are waiting to hear from regarding our next 12 months funding.,excitement,0.5566378235816956
96,priorities and concerns,"funds from granters are being repurposed If we approach our corporate sponsors now, the reaction will be to sever our relationships, so deferring the conversation for a few months in hope/anticipation they are seeing their businesses working again and can see the value in sponsorship",neutral,0.8291103839874268
97,priorities and concerns,Sustainability and funding.,neutral,0.9977982044219971
98,priorities and concerns,Funding and having the ability to work with groups of people,approval,0.8668089509010315
99,priorities and concerns,"As a Club of mostly elderly women, we have been unable to do any volunteer work at all. We have kept in touch with each other by phone and emails.",neutral,0.6638034582138062
100,priorities and concerns,Able to keep in touch with individuals and families in need,approval,0.905388355255127
101,priorities and concerns,More thinking in the Health and Safety aspect with running our sport safely,approval,0.6316611170768738
102,priorities and concerns,"Due to the decline in economy and availability of venues we have to postpone our events. As we rely on volunteers only, we may need to have pay volunteers to initiate work in the project.",approval,0.3914528787136078
103,priorities and concerns,"COVID-19 has been a big learning curve and we have been flying by the seat of our pants. Our main priority is to meet the needs of our clients and community to ensure that their welfare needs are met. We are still operating in this way and this is our key priority. We have expanded services such as our legal clinics and JP services, along with providing specialist employment and tenancy advocacy, where and when required. Have worked with District Council to establish the community hub.",approval,0.6799930334091187
104,priorities and concerns,Less revenue to support projects,neutral,0.8581746816635132
105,priorities and concerns,"We are still trying to work through how we will deliver our core business with the reduced and changed environment. We are having to think differently and completely change our strategic plan, and trying to figure out how to do that and remain focused on our core purpose. The option for development of an alternative teaching programme has higher risk associated, so our current focus must be on identifying and mitigating the risk",approval,0.6252960562705994
106,priorities and concerns,Need to increase people / community led development approach and help foster innovation and solutions with the people experiencing the challenges. This will change the nature and form of our organisation. The classical charitable and funding approaches will not encourage the systems change we need to help grow well-being in local communities. Need a larger focus on learning and adaptive / agile responses,approval,0.6877277493476868
107,priorities and concerns,Getting money in to pay basic operating costs that hasn't been coming in due to closed doors.,neutral,0.9835520386695862
108,priorities and concerns,"While we are predicting a small increase in our income for the coming year, these predictions are based on a number of assumptions being realised. We have a reliance on community support (40% annually of total income) from fundraising and retail (second hand shops).",realization,0.9934432506561279
109,priorities and concerns,Loss of grant income for things that were already in progress and can't be stopped. Maintaining and supporting our staff. Meeting the needs of the community groups we support.,caring,0.4228140413761139
110,priorities and concerns,Building a stronger volunteer support group for the organisation and redefining the volunteer role,approval,0.9856066107749939
111,priorities and concerns,Its impossible to predict how accessible funding will be in the future. It was quite secure until COVID.,optimism,0.9396305084228516
112,priorities and concerns,Supporting the community through the next period of high unemployment and crisis in terms of food and other needs as winter sets in.,caring,0.9828132390975952
113,priorities and concerns,What happens next. Concerns that migrants here on work and other temporary visas will fall through the cracks as there is no intent or good will by government to the plight of these people living in and contributing to our society.,curiosity,0.5260912179946899
114,priorities and concerns,meeting the needs of the learners and our ability to return to face 2 face safely. Securing new funding to expand the service to those who have been disadvantaged during isolation due to lack of digital literacy,approval,0.990691602230072
115,priorities and concerns,Key priority is around programme development + finding the right team + adapting strategies as Government funding priorities change,approval,0.9201120138168335
116,priorities and concerns,"Providing services to young people post COVID 19 that meet their heightened need for support in the areas of well-being, resilience, and self confidence. Looking at ways to create opportunities that are responsive and affordable. Continuing to build and strengthen our funding relationships and brand presence. Advocating for our sector in government.",approval,0.9092389941215515
117,priorities and concerns,"Being able to offer our services again to those that need it. Many people are at home/residences and are missing the social, physical and intellectual stimulus",neutral,0.578030526638031
118,priorities and concerns,Lack of support from public bodies,disappointment,0.4954772889614105
119,priorities and concerns,Survival long term in case our significant funder is impacted by economic recession,neutral,0.9892998933792114
120,priorities and concerns,"There are concerns around perceptions of the value of arts and what that will mean for ongoing and sustainable funding for the broader arts community. It is interest to reflect on how so many people from all facets of our communities have turned to arts for comfort, entertainment, relaxation, and sense of identity throughout this time. Arts is truly a powerful coping mechanism for humanity, and as such they are vitally essential for well-being - but the ephemeral nature of arts experiences can often be hard to clearly articulate.",approval,0.8892261981964111
121,priorities and concerns,"Our organisation relies heavily on revenue from gaming machine trusts. We were disappointed that government did not step in to ensure gaming machine trusts could continue to generate grants whilst their revenue was disrupted. We are concerned that the impacts of COVID-19 on grant funders' ability to sustain normal levels of grant-making will continue beyond the lockdown, with significant impacts on community organisations small and large.",approval,0.5683488249778748
122,priorities and concerns,Ensuring that we make some change to the status quo,desire,0.4308875799179077
123,priorities and concerns,Economic downturn due to COVID 19 may reduce migrants and refugees employment. Former refugees who are already struggling with language barrier may not be employed which will affect their social and mental well-being. Our priority is to advocate and support them to reduce the adverse impact of COVID 19.,caring,0.8913195133209229
124,priorities and concerns,People being too scared to attend shows,fear,0.6540707945823669
125,priorities and concerns,As per previous.,neutral,0.9867334961891174
126,priorities and concerns,Advice for older people with frail health - will they be advised or prefer not to participate in social groups. Also inequity in access to technology - related to both disability and socio-economic factors.,curiosity,0.7750468254089355
127,priorities and concerns,Being nimble enough to change services provision and changes to income generation opportunities and challenges,neutral,0.9172483682632446
128,priorities and concerns,Losing competitors due to caution on how much you spend on organisation membership and competition entry fees,disappointment,0.7596603631973267
129,priorities and concerns,Ensuring our investments give us adequate returns,approval,0.9216015338897705
130,priorities and concerns,#NAME?,neutral,0.9893631339073181
131,priorities and concerns,Will funding be available ongoing.,neutral,0.8451093435287476
132,priorities and concerns,"Keeping those we care for or service safe, changing service delivery to mitigate risk of infection and keeping community meal service safe - perception is reality if organisation had any 'infection' service to community clients jeopardised would be near impossible to rebuild trust and safety of service - to ensure service remains safe and available to community a new strict regime and facilities upgrade underway to ensure and 'separation' and food safety.",neutral,0.9807757139205933
133,priorities and concerns,"Key priority is to get the disabled back to work and being part of our community, it is vital for their well-being to be part of day to day running of the nursery",caring,0.9683755040168762
134,priorities and concerns,"Capitalise on the opportunities this situation has created, reorganisation internally but also in relationship to government",caring,0.7671108245849609
135,priorities and concerns,I'm the main worker on our1st environmental project. I don't get paid for it so COVID forced me to stop and from going on holiday that's all really.,joy,0.38223403692245483
136,priorities and concerns,Just getting our youth members back in hall under our new normal,realization,0.9221035242080688
137,priorities and concerns,"Priorities: - Looking after our people, supporters and stakeholders - Generating income - Managing our communications - Delivering our services Concerns: - Income forward path - Mental health for team members - Supporter attrition",neutral,0.8724295496940613
138,priorities and concerns,Pre-COVID desire to improve quality and range of products within sector has been negatively impacted,disappointment,0.5637227892875671
139,priorities and concerns,Our main focus has been on coming up with a new business model that will work in the new hospitality environment. This has meant letting go of senor management and adjusting some of our community program delivery and leadership,approval,0.980525553226471
140,priorities and concerns,Key priorities: Ensuring all of our clients/members are supported throughout this period of instability; putting measures in place in order to return as soon as possible to nearly normal. Concern: some services e.g. shuttles no longer available to our clients as their service don't have enough volunteers to continue the service.,desire,0.45198458433151245
141,priorities and concerns,getting support in the future.,optimism,0.8904175758361816
142,priorities and concerns,"Being able to continue to provide important services while living with uncertainties around funding, concerns about our ability to generate some income from some of the activities we provide when all around us people are struggling financially, the growing demand on funders given rising need and the expectation of some funders that you will generate some income through your own efforts. Hard when you work in a very marginalised community.",caring,0.952555239200592
143,priorities and concerns,uncertainty in funding and government direction for alignment.,neutral,0.7788732051849365
144,priorities and concerns,"Concerns from COVID-19 response:- ● No Computer, No Internet, No Mobile Phone, No Online Banking, No Telephone Banking, No PayWave Card, No Credit Card. This is a reality for a number of community members in our community. This meant many vulnerable were excluded from getting the help or support they needed quickly. ● Concern at no support from a large Council run Community Hub that closed and put in no support mechanism for their vulnerable community, of which our small run organisations were contacted to help. ● Vulnerable community members who previously were independent, but due to health issues needed to stay in self-isolation and have no access to the above technology. This lack of technology directly affected their ability to take control of their own grocery/pharmacy shopping. ● Volunteer having to pay for groceries as vulnerable without online access/telephone banking, credit card and did not want to give eftpos card and PIN. Volunteer is waiting for reimbursement of over $500. ● Risk/Trust of giving Volunteer Eftpos card and PIN number to pay for groceries.",neutral,0.5968628525733948
145,priorities and concerns,To renovate our building for our Under2s,approval,0.6925475597381592
146,priorities and concerns,Making sure we and our users are up to date with information and providing a safe environment is number 1 priority. Working to restart groups is #2 and difficult when the groups see only part of the picture eg - number of participants up to 100 but social distancing means we can only accept 50,realization,0.42543405294418335
147,priorities and concerns,"With business confidence low and unemployment increasing, we are concerned with our ability to gap fund through sponsorship & donations. Our overall priority is retaining our high performing and dedicated staff who are new and were making significant inroads into community engagement and support before lockdown, and struggling along within and since.",caring,0.9755828976631165
148,priorities and concerns,We usually rely on animal donations as fundraising and farmers are needing to keep stock for themselves but we will find other fundraising opportunities.,neutral,0.5741936564445496
149,priorities and concerns,"As we receive most of our funding from grants we are extremely concerned about our ability to receive funding going forward. Many funders are currently not accepting applications. Our organisation receives no government funding. This year we celebrate 20 years as a registered charity and 25 years as a parent led support and information group for individuals, parents, whanau and communities affected by a genetic condition. We are the only organisation in NZ doing this work.",caring,0.8127154111862183
150,priorities and concerns,As a start up with little reserves our ability to raise funds is now severely affected. Our priority is to re-frame our project to suit the new way of working and keeping the doors open,approval,0.6541730761528015
151,priorities and concerns,"We received financial support from wider community over past year since mosque shootings but increasing need now, esp for many migrants and some victims too. Huge extra workload burden for our ten volunteer trustees to administer, quite overwhelming as we are all busy people with full time jobs as well. Our Muslim community is still suffering from shooting impacts so COVID-19 adds extra layer of stress",sadness,0.5030943751335144
152,priorities and concerns,new strategies to deal with financial situation,neutral,0.9925764203071594
153,priorities and concerns,Funding!,neutral,0.8887090086936951
154,priorities and concerns,"Increasing membership, patronage and cashflow.",approval,0.8914375901222229
155,priorities and concerns,Financial sustainability,neutral,0.994266927242279
156,priorities and concerns,Financial sustainability for the future given the reduction of funding opportunities along with corporate partnerships own business changes which may put stress on the continuation of our contracts.,neutral,0.7342913150787354
157,priorities and concerns,Getting members back into the club-rooms so our turnover can return to normal,realization,0.4392945170402527
158,priorities and concerns,"General economic downtown leading to less extra curricular activities / eg less camps / outdoor education opportunities, fewer Sports / Arts / cultural opportunities for children.",neutral,0.9967082738876343
159,priorities and concerns,Maintain and remain connecting with families and refer families who need help to appropriate service provider,approval,0.5788554549217224
160,priorities and concerns,"Our key priority is to hold our AGM which would normally have been held in May which we now hope to hold in July. This is when our subscription rate is set and fees requested. Our membership is mainly elderly and we have not been having our usual monthly meeting since March so we are very concerned that we will have a large drop off of membership. Our main income is from subs, door fees and raffles and a reduction in membership is going to be a real issue. At the same time we are loosing over half our committee at the AGM, partially because of the COVID-19 crisis.",disappointment,0.9922410249710083
161,priorities and concerns,A key priority is getting much better at communicating the benefits of the work we do (waste minimisation) within the new context. We will be talking a lot more about job creation and local economic development than we have been for the last few years.,approval,0.9814609885215759
162,priorities and concerns,Collective collaboration - everyone is in it for the putea and what they can get to benefit themselves rather than focusing on working together.,approval,0.832252025604248
163,priorities and concerns,Developing a mixed model of operating- on line and face to face,neutral,0.7806491851806641
164,priorities and concerns,Our priority is to return to work and providing our clients with the ability to shop independently. Also to increase our profile and the amount of clients using the service. We would like to increase the number of volunteers also.,approval,0.8928713202476501
165,priorities and concerns,Our key priority currently is staff and client well-being as we transition back to full services.,caring,0.4246344268321991
166,priorities and concerns,Ensuring we remain sustainable in our service delivery; mental health of staff and volunteers; ensuring our member base is supported in their volunteer engagement in a new environment,caring,0.7823671698570251
167,priorities and concerns,We need to update equipment by either fundraising or from reserves so we may continue our level of service as a surf rescue organisation,approval,0.9759959578514099
168,priorities and concerns,Being able to operate our Centre as before for the well-being of our Members.,approval,0.7780837416648865
169,priorities and concerns,keeping contact with those isolated during lockdown,neutral,0.9716785550117493
170,priorities and concerns,We have been reliant on phone and computer to communicate with committee and National Body instead of face to face.,approval,0.5662214159965515
171,priorities and concerns,The viability and sustainability of our organisation beyond 2020.,neutral,0.9131581783294678
172,priorities and concerns,"are the general public going to have leisure money to purchase tickets to our show? should we invest a large amount of money and still have empty seats, as if people have lost jobs, theatre is the last place they'd go.",curiosity,0.9882103204727173
173,priorities and concerns,no concerns - business as usual,neutral,0.6441285610198975
174,priorities and concerns,"1. Strategic rethink of our Business Model, which may not be fit-for-purpose post- COVID",disapproval,0.9440678954124451
175,priorities and concerns,Duplication of services from another organisation - especially when competing for funding.,neutral,0.684167206287384
176,priorities and concerns,Catch up with the backlog... it's going to have yearly consequences.,neutral,0.9885112047195435
177,priorities and concerns,The extended financial situation is concerning. We may lose membership which will be hard to replace. Changes in membership won't become apparent for up to a year or two from now,disappointment,0.5570741295814514
178,priorities and concerns,Emerging from the lockdown and returning to a near normal programme as quick as we can,approval,0.6491956114768982
179,priorities and concerns,Getting volunteers working in community,approval,0.6795291304588318
180,priorities and concerns,Priorities are to ensure that our toys are save for children and concerns are if we have space.,neutral,0.9645029306411743
181,priorities and concerns,"The loss of gaming grant funding is the biggest concern right now. Because government only partially fund us to deliver services, community grants subsidies those services by 70%. So unless government is going to fund us to the level that we can deliver our service, we will have to let staff go, reduce our service, or close our doors. We also cannot compete with government agencies around recruitment of staff. We are not funded at the level we can offer competitive salaries for quality staff. This affects the quality of delivery.",disappointment,0.6891399025917053
182,priorities and concerns,"Our primary concern is to get back to operating again as we were with perhaps some new opportunities that we can cater for. The delay is frustrating, costly and risks us losing volunteers.",anger,0.6296493411064148
183,priorities and concerns,Viability going forward - financial Increased requirement for our services,approval,0.586654782295227
184,priorities and concerns,Income is our main concern. Getting back into the community and supporting the aged.,caring,0.9850559234619141
185,priorities and concerns,How to keep it going,curiosity,0.7017501592636108
186,priorities and concerns,Key focus getting back to regular programmes and assisting members achieve their sports goals,approval,0.3267447054386139
187,priorities and concerns,"First and foremost my concern is regarding living with the uncertainty of not knowing what the new 'normal' is. This seems crucial in the volunteers' decision of when they want to return to volunteering in our hospitals and most have opted for a level 1 'back to normal', despite all the positive news around the NZ COVID situation. One other concern I have is around the preparation of volunteers coming back and maintaining a sense of equality in protecting paid staff vs volunteers, for example putting protection screens in place on both reception and volunteer information desks.",neutral,0.5085683465003967
188,priorities and concerns,ability to maintain a permanent staff base. looking into professionalising with a government contract,approval,0.9845219850540161
189,priorities and concerns,"We rely on philanthropic, Trust & gaming funds. We expect this remain pretty stable for the rest of 2020, but that 2021 will be the tough year as funding Trusts will see lower returns & gaming Trusts have seen huge reductions in revenue - this will flow on to hit the charitable sector's funding big time next year.",optimism,0.918952465057373
