,text,emotions,score
39,How important community sports facilities are to ensure good health and well-being to the local community. And the importance of our organisations volunteers.,caring,0.6337502002716064
40,Communities are resilient,neutral,0.96242755651474
41,Take time to consider,caring,0.6687447428703308
42,"To be patient, kind and to deal with situations as they arise. To follow instructions in a timely manner",caring,0.9863061904907227
43,Resilience,neutral,0.9898450374603271
44,"Communities and local organisations have more capability/ability to effectively respond to local needs than big agencies/government/councils realise. while strong clear national leadership from Jacinda has been essential, top down/one size fits all responses from government do not enable/support local resilience and collective effort.",realization,0.9737069606781006
45,We operate very well from home and that there are huge benefits to delivering services online.,approval,0.9892393350601196
46,That government can respond quickly to need when it wasn't too. Let's continue to act quickly to deal will the pressing issues that we all know are there,approval,0.8530751466751099
47,That sometimes a tragic event can lead to opportunities ….,fear,0.6028515100479126
48,Flexibility It's OK to feel anxious Attitude of positivism Looking forward and beyond,approval,0.5014833211898804
49,Online learning is actually easy and you can reach more people through it. It also takes a lot more time.,approval,0.970058262348175
50,That's a big question!,fear,0.3604888916015625
51,Most important learning during this time is in how to prioritise our resources so as we are up & ready to start teaching again once we come into Level 1,realization,0.6830956935882568
52,That you cannot plan.for everything and that things can change very quickly,realization,0.43627020716667175
53,Keep those around you in a positive frame of mind... Kiwi can do!!,approval,0.39112427830696106
54,Flexibility,neutral,0.997458279132843
55,"It Zoom, Go to meetings",neutral,0.9979478716850281
56,How dependent our operations are on sport area viability,curiosity,0.8231247663497925
57,Ability to be nimble and fast acting - but in a considered manner,neutral,0.9048835635185242
58,That we are a very strong community who are able to rally quickly and have some great systems in place to support our families.,admiration,0.987916111946106
59,communities are so important,neutral,0.9345224499702454
60,"To be able to manage the fears around COVID between our team has been challenging as it slowed down our decision making considerably, this made it difficult for me to make a decision as we almost lost a Trustee. I can't say I have learnt how to deal with the situation any better but it sure highlighted how different we all are when faced with a new situation like this.",disappointment,0.7521264553070068
61,How amazing our community is.,admiration,0.9770870804786682
62,Clarifying organisational strengths.,neutral,0.9810423851013184
63,That communities can survive difficulties if they feel they are understood and cared for.,approval,0.8439067006111145
64,think we over reacted,neutral,0.9859747290611267
65,That collaboration is key. People are whakama (shy) so time building relationships and connections is key.,approval,0.9790592193603516
66,The personal bias often influences decisions by Boards who end up making negative or overly conservative decisions that will hurt them in the future. What is clear is the organisations who directly engage with and listen to a wide variety of stakeholders make well informed and bold decisions with a lot of support and understanding.,approval,0.5981820225715637
67,Importance of digital connectivity,neutral,0.9538659453392029
68,that we can do this! What seemed scary way back at the start has been addressed and we have found ways to carry on,optimism,0.6154472231864929
69,It's good to have a break but it's important to bounce back from it with new energy.,joy,0.9226598143577576
70,cancellation sucks,neutral,0.4965740740299225
71,Zoom is good for a time,approval,0.6265499591827393
72,At times it was a struggle to get things right but then we were all struggling including the government - we all need to remember to be kind to each other and remember that we have never had to deal with anything like this before. Our learning and planning as we went up levels will put us in good stead to cope and act if we go up again - heaven forbid!,approval,0.42555364966392517
73,We can adapt quickly when needed. We can't go back to the old bureaucratic ways of operating now that we know how efficient we can be,optimism,0.7131364941596985
74,"That people are very resilient, and that we can be nimble and flexible for any situation.",neutral,0.6096774935722351
75,That flexibility results in greater productivity.,approval,0.7777945399284363
76,"We are small and unseen so undervalued. We need to focus on collaboration, marketing and diversity of services",approval,0.5098223090171814
77,"Staff have contributed: strengths & weaknesses of remote learning, reinforcing that no matter how good our preparations, adults need to be ready to learn in order to engage. Memories of EQ brain... Reinforcing the importance of flexibility and creativity, and, above all, integrity",approval,0.7875667214393616
78,"That In response to COVID we were asked to re-frame our work, which was exhausting. I know it had to happen, but going into the next project phase I wonder if I could have used the time more wisely.",realization,0.9921345710754395
79,We are able to be agile when we need to be and have been able to quickly shift delivery of services and seek funding differently.,neutral,0.772367000579834
80,"That the majority of people have banded together to support each other and have staff have amazed us with their dedication and putting themselves out there. Surprisingly, and unfortunately, others have looked for opportunities for personal gain.",surprise,0.6195068359375
81,We can cope in a pandemic,approval,0.8177803754806519
82,How well we have managed to support clients and the families under level 4 & 3,admiration,0.7773858308792114
83,That life can change utterly in the blink of an eye.,neutral,0.9028698205947876
84,how different individual staff members deal with the change; that there are new opportunities for the way we deliver our services that we can now discuss out of necessity.,neutral,0.6136865615844727
85,It was time to stop & review direction. Relearning that 'community counts' & local is the most important,realization,0.9961702227592468
86,That we don't have funds for technology so we were struggling to maintain our service.,sadness,0.9138641953468323
87,That we need some younger volunteers,neutral,0.5487218499183655
88,the need to keep communication with the members open at all times.,approval,0.8928467035293579
89,That quick and decisive action is required in this context,approval,0.9768441319465637
90,"Virtual delivery of services. With added efficiency of virtual communications - have had more opportunity to get ""off the tools"" and work on bigger picture.",approval,0.946435809135437
91,Having an office is a good thing. Going 'into work' results in more productivity than working from home. Surprisingly that our clients seemed just as happy with having telephone contact in lieu of home visits.,approval,0.869957685470581
92,Collaborate with others,neutral,0.6915223598480225
93,"Make as much noise as possible, don't give up and try to communicate with the highest authorities available within departments",caring,0.8698685765266418
94,We are a charity serving charities for digital inclusion of their own organisation and of their clients. I learnt the lengths small organisations went to so they could continue to deliver services to their clients with their physical doors closed.,neutral,0.9675955176353455
95,I have learned more about the strengths within our team. People are resilient and capable.,admiration,0.955001950263977
96,The arts is not yet fully understood as the powerhouse it is both economically and also for well-being.. there is a lot of kindness never the less in NZers!!,admiration,0.43226513266563416
97,That our community is rock solid in support and that we can deal with anything by working together,optimism,0.6880107522010803
98,"Flexibility, agility",neutral,0.9982873797416687
99,Service to community,neutral,0.9926862716674805
100,"Funding sources can evaporate over night. Whether decision making in a crisis sits with the management team or the Board (management team more pro-active/ quick decisions, Board risk adverse). Our distributed working/ service delivery model works well.",neutral,0.9919633865356445
101,expect the unexpected,desire,0.655427873134613
102,How to manage a remote team and the gaps in relationships and information sharing that emerge over time (not evident immediately) due to the lack of face to face engagement.,confusion,0.6548985838890076
103,We need to move from our neo-liberal capitalistic economy that is based on infinite growth in a finite world. It is unsustainable. COVID-19 has shown us how vulnerable we are re our health and economy,realization,0.894764244556427
104,We are resilient and agile. Our team has a positive attitude that has an upwardly cycling impact,admiration,0.8915597200393677
105,"we were out of control, had to comply with restrictions.",neutral,0.47581154108047485
106,That the quietness has allowed artists to create - there will be enormous output if the mechanisms to share with the public can be put in place.,excitement,0.3716326355934143
107,"Working with the challenges of working from home, working effectively within restrictions to support our volunteers and members. Keeping motivated when staff pay increases and additional hours cannot be funded.",approval,0.5689836144447327
108,Staff being able to work from home. Using online services more,approval,0.5612389445304871
109,How valuable and important our philanthropy is to our community. Without us many NFP organisations would most likely not be able to operate under their own funding,approval,0.4323698878288269
110,Be Patient,neutral,0.9969857335090637
111,Learning so much more about each other,approval,0.8670254349708557
112,"In a rural area community support , caring for other people and connecting with each other really stood out",caring,0.940399706363678
113,You cant take anything for granted,realization,0.37585383653640747
114,"The C&V sector has shown that when there is need, the community can come together to support each other in various ways of sharing and caring..",approval,0.6009642481803894
115,What an amazing community we have and how everyone has pulled together to assist one another. The comment is how quick everyone was to respond.,admiration,0.9935963153839111
116,"The level and type of vulnerability within the community is both greater than we realised and more diverse than we knew. Under this type of situation, many of the psycho-social challenges that previously flew under the radar became much more visible.",realization,0.9967930912971497
117,to be flexible,neutral,0.9966431856155396
118,That a person / community led approach is highly effective and will be critical to foster well-being as the recession bites.,approval,0.9872480034828186
119,value of committed volunteers,neutral,0.9032371044158936
120,Maintaining the health and well-being of essential staff,neutral,0.9047326445579529
121,Reducing bureaucracy has led to a much more efficient process and successful fundraising and grant-making campaign. We are also too reliant on grants and need to look for other ways to support our operational costs and growth.,approval,0.9768994450569153
122,The need for open communication between all our partners,approval,0.9775351285934448
123,How valued our service is to our service users,admiration,0.5954796671867371
124,Be flexible and agile to move quickly.,neutral,0.9268993735313416
125,People are amazing. The innovation we have seen has been nothing short of a miracle - both by staff and community members. It has been so inspiring. The second thing is that communication is king. We became much better communicators with our staff and volunteers and have seen the benefits of this.,admiration,0.9946377873420715
126,How adaptable the staff are. The need for people of all ages and abilities to have digital literacy and own a device that they are confident to use and can afford to own.,optimism,0.41675660014152527
127,"The need for businesses to be embracing remote and digital approaches to working so that they can at a minimum can continue to operate, and beyond that, to be able to be more efficient and grow their impact.",approval,0.9741479158401489
128,That our organisations can move quickly to respond to challenges. our staff are resilient and dedicated in the face of significant personal financial sacrifice. our supporter community is very invested in the continuing existence of our organisation.,approval,0.5335228443145752
129,We have learnt that we have a lot of untapped skills and knowledge amongst our staff team,realization,0.9836429953575134
130,that people are important,neutral,0.9899897575378418
131,How vulnerable we are in the arts,sadness,0.8299534916877747
132,Importance of financial management,neutral,0.9942491054534912
133,The ability to operate remotely and how that increases accessibility into the region through online offerings.,approval,0.89208984375
134,Some of my work has received some real discussion from a wide range of people and organisations. Still not convinced however that ideas can be freely discussed.,confusion,0.9209160804748535
135,Never underestimate the value of kindness.,approval,0.7349003553390503
136,"Working from home was very productive. The community response was amazing and which encouraged people to come forward for help, support and advice. The generosity of people was remarkable. The government handled the situation so well. Our City Council and the welfare team were great. people were very grateful for the support. It is was good to see humanity at its best.",admiration,0.9950685501098633
137,Be flexible and carry on supporting as best we can,caring,0.9537391662597656
138,If we’d closed our borders before the virus got in we could all have been operating as normal,realization,0.9543935656547546
139,Keep talking to similar organisations,neutral,0.9959737658500671
140,How adaptable we can be.,neutral,0.9963065385818481
141,"That whilst most of business should be face-to-face, we can still provide good quality support remotely via phone and online.",approval,0.9522683620452881
142,"Openness to new ways of working, and the value of professional networks.",approval,0.900136411190033
143,Family is priority the rest is a nice thing to have,love,0.5816667079925537
144,Take nothing in life or work for granted and seek new and innovative ways to progress our organisation,approval,0.9254382252693176
145,"my learning has been about how to exist with what I have over the years done, gardening, living off the fruits of the feijoa, bottling the fruit, cleaning and get things in order.",realization,0.4766067564487457
146,different ways to connect with those we support,neutral,0.9799822568893433
147,"- Service provision that is meaningful when digital ?! - Balance of communication levels - fragility of arts sector and reliance on tangible experience - continued need for cross sector partnerships - realisation that national government bodies are slow to respond, and have shown to be disconnected from the sectors in which they represent",realization,0.9927444458007812
148,Support for families is always needed.,approval,0.8594013452529907
149,Our staff worker twice as hard during COVID-19. That the whanau we support live social distancing which is their norm. That support didn't necessarily reach those that needed it.,disappointment,0.9701683521270752
150,'Impossible is nothing' Communication - timely The true value of the team Importance of good leadership and direction - decisive communication of changing procedures,admiration,0.9109503030776978
151,Anything is possible if you have the right people around you to share the responsibilities and you just need to roll up your sleeves and do not give up,caring,0.9228173494338989
152,That we are resilient and we will survive,neutral,0.8074225187301636
153,"Our people are the most important to us, we can run our business from anywhere",optimism,0.6064792275428772
154,I am so proud of our team staff and board for their commitment to our core values. We were tested and we were true.,pride,0.5722586512565613
155,Need for strong and experienced governance and leadership. Not to over-react but remain flexible,desire,0.8174246549606323
156,Resilience and stoicism of our carers and their loved ones during this difficult time.,neutral,0.9759383797645569
157,Power of collaboration,neutral,0.9973905682563782
158,awareness of the community,neutral,0.9969569444656372
159,Having been through the CHCH earthquakes our organisation had experience of having to adapt our services and respond to evolving need. We drew on this when exploring how we could respond to the community we work in where most people don't have access to IT and once again learnt the strength of encouraging neighbours to support neighbours and the power of community newsletters as a way of communicating helpful information and health messages.,realization,0.6223919987678528
160,There is way too much replication of groups administration and strategic planning. Competitive funding is killing group energy.,neutral,0.9770532846450806
161,"How vulnerable our organisation is and how we are not sustainable and the uncertainty of funding. How time consuming and stressful it is to meet new compliance around COVID-19 on top of the existing work load. For example: Funder who gave us a 7 year multi-year grant, advised they have stopped the funding process to work through a new process. We have not had a response to our question to the funder regarding whether this affects our multi-year grant. The community sector is no longer sustainable in its current format and needs to change, even it means that small organisations like ours has to close.",disappointment,0.42411673069000244
162,Trying out new ideas and going online to deliver educational activities.,neutral,0.8112425208091736
163,We can work from home and at distance.,neutral,0.7058368921279907
164,"We rely too heavily on me to support and give information,, make decisions and run our facilities but because we are small then I run into a real problem with up-skilling others to do the role",disappointment,0.9242827296257019
165,"We need to be flexible and adaptable. Thankfully we had the technology but had to learn it. Relying on this created some anxiety amongst our team. And that those we support rely heavily on in person, group or face-to-face contact, we struggled to find a way around this.",relief,0.7405350804328918
166,New Zealanders are particularly creative and innovative.,admiration,0.6958155035972595
167,"Always have money aside for a ""rainy day"".",caring,0.5236847996711731
168,That we are an adaptable and nimble organisation that is able to respond quickly to change. We are innovative with a strong sense of community. People reached out and helped and supported each other. That we as an organisation have been wise to have low overheads.,admiration,0.8247450590133667
169,Good and flexible staff is everything,admiration,0.621812641620636
170,co-creation and having staff/committee members with the same vision,approval,0.5948070287704468
171,The importance of continuing to restructure to meet community needs,desire,0.5054078698158264
172,Keep the information flowing to everyone,neutral,0.9975281357765198
173,Leadership is critical.,neutral,0.9301002025604248
174,Being responsive in a best practice way,neutral,0.47651931643486023
175,Confirmed we can adapt to change as an organisation.,approval,0.9084866642951965
176,"How important the club is for socialising and togetherness. Many of our members are seriously old and for them the weekly, or bi-weekly, get-together at the club is terribly important. They were denied that during the COVID lockdown.",neutral,0.4447375237941742
177,NZ is the best place to be. I am reassured by our government having done a great job.,admiration,0.9807109236717224
178,"Resilient of families to support each other, ability for men to learn new skills e.g baking and cooking, the remarkable efforts of families to learn and use technology e.g. zoom to connect and continue to run church programmes online, majority share positive messages and agreed to stay home to save lives",neutral,0.7467880845069885
179,That technology is a powerful tool,neutral,0.5654367208480835
180,To learn how to be strong and support one another.,caring,0.5427265763282776
181,Being a small organisation with established systems for working online meant we were able to respond quickly and effectively.,approval,0.983314037322998
182,connections and whanau - our environment and culture,neutral,0.9706831574440002
183,we can operate on line and the sector values this,neutral,0.6123204827308655
184,I have learnt so much about our clients. I have rung each client every week to check on how they have been doing during the lockdown. This has allowed relationships to be created between myself and the clients which perhaps might not have happened. They have invited me into their lives.,neutral,0.9626061320304871
185,"As an organisation that provides essential critical services we faced an amount of vulnerability based on staff make up and conditions. The importance of strong, stable and empathetic leadership.",optimism,0.32767003774642944
186,"In a crisis people will step up to help - however the way in to volunteering during a crisis can be tied up in too much red tape. When people want to help -, they want to help now - NGOs, Council and Government need to look at better, quicker, processes for volunteer engagement. Communication is key - make sure you have up to date contact details available where they are needed.",neutral,0.6244869232177734
187,Good communication with volunteer members,admiration,0.5487753748893738
188,We need to ensure our bcp is better designed for the future,optimism,0.7238643765449524
189,Have been impressed with the resilience of our Members on the way they have coped with the isolation and remained positive throughout.,admiration,0.9842967391014099
190,"to keep the focus on our vision and mission central, even if that means reducing some programmes",neutral,0.24964846670627594
191,Never take for granted that things will always be the same.,realization,0.464263379573822
192,"stay flexible, cut back on costs, reply on support from Festival fans, make shows inexpensive",caring,0.9600968360900879
193,Sometimes a pause can help you evaluate your priorities and consider new service opportunities that reflect community need.,neutral,0.3946843147277832
194,a sneeze can shut down many industries and wreck many lives.,neutral,0.6214960813522339
195,the value of having an awesome TEAM ... (I already knew that though),admiration,0.9599213600158691
196,1. The importance of a good sound base of people to draw from,approval,0.8742651343345642
197,"There are no leaders and barely any collaboration until it is forced upon people. Also that there are agendas behind some organisations, and it has very serious long-term consequences on the relationships and funding resources in every area of the country.",disapproval,0.31680217385292053
198,"Slowing down a little made be reflect that ""busy"" is often used as code for ""successful"" - but over COVID-19 I think 'intentional"" and ""relationship-focused' are better indicators of success.",neutral,0.7089740037918091
199,People are anxious about the coming months,nervousness,0.7579877376556396
200,There are different forms of danger,neutral,0.5521243214607239
201,Financially we were well prepared but technologically we are still back in the 1980s and we can improve that,optimism,0.4363308846950531
202,We have learnt to adapt and make the most of things. Online meetings were a very important way of keeping our programme alive and also connecting with our members,approval,0.9740861654281616
203,That fear motivates only 80% of the population,fear,0.8233696818351746
204,The precarious nature of community and social services relying on gaming grants to fund wages and to run their services. It's not sustainable and its not equitable.,disapproval,0.9933245778083801
205,How suddenly operations can change - be prepared for any eventuality.,nervousness,0.5400338172912598
206,"Less dependence on bricks and mortar, flexibility to evolve into more digital delivery",approval,0.883616030216217
207,The need to act quickly,caring,0.6751851439476013
208,The need is real,neutral,0.7477655410766602
209,Having a cash reserve is very important and helps survive unexpected events. Can often be hard explaining the reason for a club having cash in the bank.,approval,0.897382915019989
210,that we are all interconnected despite the 'lock' that we had lots to be grateful for here in NZ,gratitude,0.9282494783401489
211,Not to take things for granted,approval,0.6138474941253662
212,That volunteering needs a professional core,neutral,0.9267771244049072
213,The need to be adaptable re mission & activity & ways of working,neutral,0.9864221811294556
214,The adaptability of our paid workers,neutral,0.9977188110351562
215,How agile we can be and how we can speed up decision making.,neutral,0.8831716179847717
216,I learn to know how important to spend time with our loved ones.💗💗,realization,0.405384361743927
217,Communities and society in general rely heavily on the generosity of the volunteer sector,approval,0.8482989072799683
218,"The value and importance of being able to adapt quickly. The value and importance of supporting the team (and the team supporting each other) to navigate their feelings, capacity and needs",approval,0.582736611366272
219,That there are more organisations stretched financially and competing for fewer dollars from funders and donors.,neutral,0.9352704286575317
220,Our work continues to be important,neutral,0.8417183756828308
221,"Adapting to new ways in continuing the services, such as virtual.",approval,0.8111350536346436
222,We live in a house of cards and need to delicately restructure into a solid frame for future resilience,neutral,0.8803907036781311
223,How important it is to have a Reserve Fund to help us through in times like COVID.,approval,0.6858212351799011
224,The real needs in our community and not just because of COVID,approval,0.9731560349464417
225,Planning,neutral,0.843061625957489
226,Patience is a virtue,neutral,0.9793562293052673
227,How important it is to have enough committed people with the necessary skills,approval,0.6665937900543213
228,How well our community has pulled together,admiration,0.9812322854995728
229,Talking to your people,neutral,0.9953423738479614
230,How to work during a pandemic as an essential health service.,neutral,0.41384807229042053
231,Ability to govern remotely- manage timing and expectations under COVID,neutral,0.9942542910575867
232,The ability to be more nimble That the business continuity plan is robust,neutral,0.9703893065452576
233,Resilience checking and lessons going forward.,neutral,0.9974750876426697
234,"How to provide service to clients without meeting in person. Particularly getting documents signed for those people who don't have laptops, scanners, printers.",neutral,0.9636214375495911
235,Some voluntary organisations and charities are no different from businesses. They just don’t pay wages. They have been completely ignored.,neutral,0.5112650394439697
236,Being flexible,neutral,0.9949585795402527
237,"Our people are the most important part of our service - our clients and their families, the staff and volunteers.",neutral,0.5259069204330444
238,The importance of being flexible and able to react quickly to new circumstances.,approval,0.320965439081192
239,need to be agile and flexible to change to meet the needs of community members and also the environment,neutral,0.6035064458847046
240,Haven't had time to evaluate.,neutral,0.8465085029602051
241,"That there is still a strong sense of community in NZ. When we need to, we can rise above individualism and act collectively. People are largely trying to do their best with what they have and support each other.",admiration,0.8984395861625671
242,How vulnerable our older folk are when they are not able to access online supports and don't have whanau.,sadness,0.9609591960906982
243,That we are not classed as an essential service.,neutral,0.49223166704177856
244,"1) We have developed some new budget tracking tools which have become invaluable at this time. 2) It has become very clear that very few people (including those in Government and media) have very little understanding of our sector, what we do and our impact in the community.",realization,0.6087938547134399
245,How to use different resources and how to reach out to people,neutral,0.6469290256500244
246,The importance of digital media to stay connected and operating.,desire,0.7174648642539978
247,"That we have come together to cope during this time, helping each other",approval,0.9764502644538879
248,How to operate under trying conditions,curiosity,0.7514824867248535
249,How quickly the ability to fundraise disappears when there is no access to general public and no ability for the club to meet.,surprise,0.37637701630592346
250,Be adaptable and flexible,neutral,0.9976488947868347
251,Having a contingency fund of at least 1 years finance to cover such happenings.,neutral,0.5386436581611633
252,To take time to be still and slow the pace of life and to connect with people rather than being too busy.,realization,0.9874117374420166
253,That people need to look after each other. Volunteers are often stretched in their commitments. To say no.,neutral,0.5412086248397827
254,That working from home is do-able with less effort/travel. The importance of having a bi-cultural liaison who understands the specific Asian culture and traditions and is able to address the people's concerns within the NZ setting.,approval,0.9936435222625732
255,Managing fluctuations in staff well-being and morale while still trying to deliver a service - it can be done but it takes a huge amount of energy,neutral,0.9475614428520203
256,That our volunteers are elderly and we don’t have enough youth assisting so our group became those in need ... and that those in need in our group didn’t get the support that they had offered and done for others for so many years - sad but way of the world,sadness,0.9875764846801758
257,We can survive - and hopefully thrive.,optimism,0.9899958372116089
258,There are many ways to do things- we just need to be up for it!,neutral,0.98675936460495
259,The value of technology which can bring together our members from throughout NZ,neutral,0.6218414902687073
260,"Our specific Pasifika community live in crowded homes, are essential workers, have become unemployed during COVID 19 and its affected their mental health.",sadness,0.5633626580238342
261,"To be responsive to changes and being able to adapt easily, and giving our team - time to breathe....",approval,0.8566559553146362
262,Relationship building,neutral,0.9949876070022583
263,Grassroots can achieve a large amount based on the generosity of volunteers,approval,0.4742353558540344
264,How people respond well to collaborative ideas and if you take the leadership they are can respond quickly. How effective remote learning can be. Also how effective meetings can also be using zoom,optimism,0.6137374043464661
265,How versatile the use of zoom is,neutral,0.931239902973175
266,working from home is possible in various levels to be integrated as suits.,neutral,0.8051044344902039
267,"How we worked together as a national team, the collaboration and adapting to working from home. How our volunteers were determined to maintain their community service where possible.",curiosity,0.7015941143035889
268,Limitations on what we can offer,neutral,0.9947916865348816
269,That we can be incredibly nimble to respond quickly to the needs of those we support.,approval,0.6330410242080688
270,We can survive and manage whatever the crisis,approval,0.8277367353439331
271,Sometimes there needs to be a burning platform within the sector to effect needed change. COVID-19 is presenting one of those.,approval,0.7448680996894836
272,How easy it is to work from home.,approval,0.7309278249740601
273,We need to be more resilient as a nation and as a region.,approval,0.7054288983345032
274,Be patient Communicate,neutral,0.9968090653419495
275,Organisations that are smaller and more nimble seem to be flourishing as they pivot to support there communities. Larger more institutionalised orgs are struggling.,neutral,0.8984540104866028
276,Cooperation,neutral,0.9613587856292725
277,Our team is more agile and innovative than they ever thought they could be - has grown their confidence in themselves.,admiration,0.8908613324165344
278,Being adaptable to new ways of doing business,approval,0.9566418528556824
279,"Our strength is in our people, but without a place available to meet and a public health situation allowing us to meet, the organisation will fail. Financially we run to stand still, paying rent which exceeds our trading income making us grant dependent",disappointment,0.8459687232971191
280,People need interaction with each other. Social contact,approval,0.5779911875724792
281,Awareness,neutral,0.995566189289093
282,The importance of the collective approach. Government and NGO sector working together. there have been some stunning outcomes as a consequence. 2). Our small good leadership pool has been stretched to almost breaking point. We need to strengthen our leadership capacity,realization,0.5926129817962646
283,"That community and people, not economy need to be the priority",neutral,0.8624838590621948
284,"The development of capability within our organisation for complete remote working. This has hastened the switch to (almost) paperless board meetings, which was previously taking forever to achieve.",realization,0.9904624819755554
285,Our expectations of product quality exceed the customers expectations and they bare actually happy with a lower standard of quality.,neutral,0.5080469250679016
286,How people and organisations can adapt quickly to respond to a common threat,approval,0.6315640807151794
287,coping within financial limits,approval,0.8574216365814209
288,The value of people,neutral,0.9944766163825989
289,Some of our members are very selfish,annoyance,0.20659346878528595
290,The way we present our selves to the public. There has been a emphasis in interactivity in the past- this may have to change in the long term. Use social media more diligently.,realization,0.9268607497215271
291,How quickly an organisation can adapt and deliver new initiatives,optimism,0.33280831575393677
292,"The resilience of the team, they have been great!",admiration,0.9936333894729614
293,Life is to short and we don't need to be bogged down and over work. Meeting don't need to be face to face we can use more technology and work more flexible hours,approval,0.8060415387153625
294,How to operate as an essential service to provide security to our volunteers and our clients,neutral,0.5737714767456055
295,Zoom.,neutral,0.9963890314102173
296,People hold their passion and stay on board if the organisation shows its operations have been well thought out. Fear and anxiety are tangible for many. Opportunity knocks,nervousness,0.5065869092941284
297,Priorities,neutral,0.9572106003761292
298,How to adapt to changing circumstances without our members feeling neglected,curiosity,0.6158927083015442
299,How to wash my hands very well.,neutral,0.955619752407074
300,to continue to keep in touch with our club members and adjust to the restrictions put in place throughout NZ,neutral,0.5758321285247803
301,do we need to have an office. and staff who you think manage change found it very hard and those who I think need support were the ones who surprised - learning never think you know someone!,surprise,0.9337366819381714
302,"How useful it was collaborating on fund delivery for our region’s COVID-19 Emergency Response Fund with MSD, Civil Defence and DHB.",approval,0.6550326347351074
303,That we will survive and move forward,neutral,0.7248619794845581
304,"Not to rush matters ,take a deep breath as the environment is constantly changing. Be considered in what you do. People react to stress differently make allowances for this. Encourage and provide staff with the environment to be innovative.",caring,0.9855818152427673
305,The amazing resilience of the sector,admiration,0.9906005859375
306,The importance of community and viewing this as an opportunity for reflection and change,approval,0.6305645108222961
307,"Sometimes we need to accept we cannot plan ahead, we just need to adjust to each day's events as they come.",approval,0.9103525876998901
308,Adapting to the technology.,approval,0.928244948387146
309,Be patient don't panic stay flexible,caring,0.9909421801567078
310,"How ""fit for purpose"" our staff are as a collective and the value they individually bring to strengthen the team.",realization,0.7486519813537598
