,text,emotions,score
23,It has been hard for people who have lost close relatives overseas without being able to travel and see their distant whanau.,sadness,0.8392568230628967
24,Our people found it very hard to be isolated - we did profiles on our volunteers during lockdown to capture their experiences.,neutral,0.5829343199729919
25,More loads on staff to emotionally support/offer council/and ear to centre members,neutral,0.9909961223602295
26,We were sorry to have to stop our working bees and shut our Library as it provides an important community connection for our group. The library is well used by visitors to the garden. People still walked through and visited our open garden but couldn’t engage in the same way. ,remorse,0.7421535849571228
27,I have personally continued pretty much as before. Working for change. I have become much more adept at online meetings/webinars etc and comfortable with them. I am not trying to be expert on all things though so rely on other members of the SOC team to lead us through the digital arena.,approval,0.7406876683235168
28,"The stress of lockdown on our new staff including the director, both strained and strengthened our relationships on the board and between staff members. This strain highlighted problem areas - particularly, the imbalance in various work load(s). This has resulted in a review of practice, the results of which are now being actioned to futureproof our organisation through upgrading and improving our policies and processes, and ensuring better support is available and accessed by our staff. ",approval,0.9726696014404297
29,Not really.,disapproval,0.8917694687843323
30,Financially we are fine because the Govt wage subsidy covered the loss we made while closed.,approval,0.842286229133606
31,"We hired a staff member that started on the first day of lock down. We were able to get her the resources they needed to do some of her role from home, but it was a very difficult induction into our organisation and the services we provide. We weren't able to train as we normally would, because we only really had the time to catch up by phone. I was the only staff member still providing our services throughout lockdown (we are considered an essential service), so the whole situation was less than ideal. It made her whole start with the organisation harder and her own personal circumstances were quite severely affected by Covid, so they couldn't settle into the role and didn't end up staying with us for very long after we returned to level 2. The whole process (while completely outside our control) was costly for our organisation as we are trying to grow the service, so any recruitment setbacks are quite costly both financially and emotionally.",disappointment,0.4825930595397949
32,With our charity receiving preloved bikes which we service and be able to gift to our local families and communities to be able to ride safely and be able to remove oneself from home and the situation and just ride and destress,love,0.9786956906318665
33,"The effect of Covid has been insidious. The pace of implementation, especially a vaccine has been very poor and disconcerting. Having family out of NZ and seeing exemptions made for some individuals and groups has generated inequity and a sense of unfairness. All the above creates its own emotional toll.",realization,0.8557522296905518
34,"Some of the stress included trying to be flexible as an organisation (i.e., Ensure staff could work from home etc) but also trying to ensure that we were still fulfilling our obligations to community. In moments like COVID you realise that you and your staff are also community, and families themselves, so they have emotional and financial needs that need securing. The move to do more zoom was a pro and con. Pro in that we could have some great hui and keep things moving, con in that some hui can now go back-to-back. Doing more sometimes means we are thinking and looking after ourselves less. Finding that right balance is very important.",neutral,0.7564764022827148
35,"Issues in the areas of wellbeing and emotional / morale status, stress levels have come to the fore.it is hard to give one story as there are many and we are still having issues. Although we are moving towards positive assistance / methods it is still a very, very trying time. Dealing with personalities is hard enough but when fear, uncertainty, and change is added to the mix it becomes so, so stressful. Especially when they put the problem at your feet and expect you to fix it or have all the answers. This has led to self-doubt.",caring,0.8172136545181274
36,It was extremely difficult to plan and deliver events ,disapproval,0.755723774433136
37,Worry and tragedy with people with family overseas some board members losing energy due to huge pressures,fear,0.5526238679885864
38,"The closure of some of our small businesses had an impact on our community, you feel for them, who would have thought that a pandemic would destroy small businesses and cause depression for a lot of people, I spoke to a person who lived in their van, freedom camper, he said he had their own business and home but lost all of it due to covid lockdown, marriage and family break up, sad situation. ",sadness,0.9670259952545166
39,"Team is small, and remained spread out throughout NZ. Nevertheless, lockdown enabled outstanding tasks to be completed.",neutral,0.9158179759979248
40,"Sadly, our family lost our beloved family member 2 weeks after the First Lockdown in April 2020. As a family we could not physically visit her in hospital and we could not be with her through the funeral process and we had to grieve from home. Second lockdown in August to September 2020 it was clearly harder for me as I longed for my sibling, missed the conversation and missed the everyday connection with people like my family, friends and work colleagues",sadness,0.848606526851654
41,It was challenging to manage level 2 hospitality requirements for clients who while they didn't want to get covid-19 also didn't want to adhere to the protocols required. They just wanted to relax as they'd used to while on our premise and we had to stay vigilant.,disappointment,0.567231297492981
42,"Our service provides education mentoring support to rangatahi Māori. This was made extremely hard during Lock Down due to young people not knowing how to zoom and basically over time feeling like they'll just ""ride it out"" which meant a lot more coms om our part to whānau and the people too.",sadness,0.8482649922370911
43,"Lots of adults had an increase of stress in their private lives (e.g., financial worries) and made it harder on them to positively interact with the youth. Not all our families had access to internet/devices",approval,0.34047794342041016
44,I did not cope well with the pandemic however was well supported.,disappointment,0.8188466429710388
45,"Our organisation moved quickly to provide resources to those in need. Utilised staff help with tasks. Once other organisations were up and running, we handed over these tasks as it was not our core role",neutral,0.7616398334503174
46,Working from home ,neutral,0.9637425541877747
47,"People seem to lose the plot much quicker. People seem to be less tolerant of ""users of the system"". Clients seem to be more ""entitled"" and demanding - government handouts are ""expected""!",approval,0.5795858502388
48,I did feel a strong conflict with my personal need for safety during the lockdown and the need to support the workers in my organisation. Reconciling the two needs caused stress which I am still dealing with. ,approval,0.49537622928619385
49,We received a 32% increase in requests for support in 2020 but this has since returned to normal levels.,realization,0.5873056650161743
50,Change in attitude of senior volunteers . Not returning to op shops ,approval,0.7486435174942017
51,"In 2020 worked well together to manage wellbeing and morale. Staff and students have come into 2021 tired and will little in reserve. 2021 has definitely been more challenging in terms of moral and wellbeing of staff, volunteers and students ",disappointment,0.5045720934867859
52,The part that impacted the most was the not knowing if and when an event could take place,sadness,0.48483121395111084
53,During the Lockdown I attended a course at Yale University on the Science of Well-Being which I found very enlightening. I passed with 83%,approval,0.8766297101974487
54,"Religion is important to people in our community, enough for people to consider breaking rules or putting themselves and other in vulnerable situations during Covid-19 restrictions. Our leadership team had to make decisions on behalf of the trust members to close the hall so no gatherings could occur, provide some online services my religious leaders and strongly promote people to follow the government rules. This is difficult when people put religion above health and wellbeing of the community.",approval,0.7990562915802002
55,"We as an organisation needed to fine tune our direct communication with tangata, in doing so, we realised that us reaching out to tangata fast tracked us to being real and follow through with words into realistic action. Worked hard at assisting people to be supported in their growing independence. We saw people becoming more resilient and self-reliant as a result. Quite a few people are no longer requiring our services as they saw an opportunity to change their lives and thrive by seizing new opportunities such as training and employment. The positive results with some people completely blew us out of the water. I think we have grown as a team and are working with people more dynamically, creatively, flexibly and delivering services to people’s individual needs.",realization,0.9921653270721436
56,"The levels of stress have applied to all of us in different ways. A number of our team had family overseas and have chosen to return home. Being under resourced increased workload, however uncertainty of work created stresses in itself. With the borders closed our tourism sailings were reduced meaning little or no work for crew. Making decisions to redeploy crew on maintenance or go sailing at a loss on a daily basis was very stressful. ",sadness,0.39251670241355896
57,"As a virtual organisation we were equipped and used to working remotely and in high trust ways which Covid required. We lost a couple of part time staff who need full time jobs to support household income but overall, morale in our team has remained high. What has been stressful is forward planning in uncertainty - many of our 2020 funded workshops were delayed until 2021, which has then impacted on our 2021 programme and next tranches of grant funding applications etc. It's meant we work/plan with a 3–4-month horizon at present rather than a 12 month one as we did previously. ",disappointment,0.964880108833313
58,"Family who have disabilities and live-in community housing have been more isolated, vocational centres shut down and communication either non-existent for a time or very slow. Staff working longer hours to support family members.",neutral,0.6785835027694702
59,Members have found levels of kindness and a willingness to help which assisted in the wellbeing of their communities,approval,0.9735996127128601
60,We have done pretty well as we were already working remotely before COVID and we haven't had any major personal challenges during this past year. We've remained mindful of both board and staff wellbeing and the necessity to take breaks and build in manageable workloads. We have really come together as a whanau - board and staff - to support each other over this time.,approval,0.8949123024940491
61,"Fulfilling the role of Essential Workers during COVID lockdown allowed our organisation to maintain contact with those in our community (urban and rural) when nobody else was able to. We view our perspective as one of having knowledge before COVID, maintaining relationships during a time of isolation and having a greater ability to support our community post COVID.",approval,0.9443910121917725
62,"We have found that people want to connect with those who have had similar experiences. Through the stress of Covid-19 our society determined that we would still hold our community event, and it is now going ahead on our third attempt, having twice been postponed. These are the engagements that our community enjoys, and we are so grateful that this time we can bring people together. Being part of a community group can be stressful with all the wishes that people have, but we try to be open and transparent with what we are doing.",joy,0.9238777756690979
63,We are a museum in Wairarapa - in fact visitor numbers to our region have increased since Covid onset and it has spurred our community to develop promotional opportunities to attract more visitors.,approval,0.9197326898574829
64,"Increased workload during Covid for our two part time staff (but already high before it) as we wanted to meet needs of our community and that took some trial and error, in our new lockdown situation. Volunteers didn't pull through for us during lockdown which was frustrating - lots of work coordinating them but only to find no follow through at their end. Added to stress and was demoralizing. Workload stress took its toll later in year - perhaps a factor in one part time staff member resigning and the other experiencing anxiety around the work situation (now resolved). ",annoyance,0.5825076103210449
65,"Overall, our people pulled together for our patients and their families, and for the good of the team. There was stress, however there was very good communication from management and concerns were responded to quickly and efficiently.",optimism,0.6248796582221985
66,"It was stressful especially managing through the levels. It was hard on our whanau that had no tangihanga or kept their dead at home. Managing the Level 2 requirements was stressful on the committee. Making sure numbers were not exceeded, making sure we had hand sanitizer, visitor registration forms, disinfectant etc",disappointment,0.49867719411849976
67,Stress was more prevalent for management with viability becoming a concern - personnel were relatively protected from the issues faced by management behind doors ,nervousness,0.5205539464950562
68,Our organisation works to provide membership with education opportunities which were primarily face to face. There was reliance on conference for annual revenue however this had to be postponed. The Executive took the opportunity to minimise expenditure and take meetings into online environment. Due to the high workloads and stress some meetings had to be reduced in frequency but education scholarships were able to be maintained. The morale of the industry was raised through the exposure it received through COVID 19 and this went some way to alleviating the stress of those working in health.,neutral,0.560555636882782
69,"""Where there's a will, there's a way"" used to be my motto, but no longer.............After 18 months with no or precarious income from the events sector, not to mention the satisfaction of making a difference in the community, our staff and volunteers and their families and dependents are stressed, ill, worn out. We have all but lost the motivation to carry on. As their (previously paid) coordinator, I personally have become too ill will autoimmune disease complications due to the stress of the pandemic and the financial ramifications to lead and inspire and encourage our volunteers, who in turn, being mostly retired and valued professional people, have lost a valuable community connection and reason to ""get up and go"". In their own words, it has all become too hard and is no fun anymore. Consequently, the whole community and beneficiaries who traditionally numbered 18-20,000 have been affected by the loss of a 50-year tradition that benefitted families and businesses.",disappointment,0.8270245790481567
70, Our staff were incredibly resilient though the increase in workload and the transition to remote working may have had an effect on the team culture. I have recently joined the organisation as General Manager and the need to strengthen the team culture through shared projects is important for a cohesive approach. We launched a strategic partnerships pilot and this has enabled increased cross collaboration across the staff team and a more joined up approach to supporting organisations.,approval,0.9874117374420166
71,Our volunteers were great. We made sure that they could felt able not to work at the museum if they wanted to stay home after lockdown when we partially re-opened. Almost all of them came back.,admiration,0.996044933795929
72,Many employees have friends or family overseas and we see the news stories but no one really talks about it in a specific sense. I feel some employees have this on their minds.,neutral,0.984017550945282
73,"We were eligible for the provision of care packs from MSD, and this was well received. We did not deliver on food parcels, as there were a number of local organisations who were distributing food packs. What we found with the care packs, is that the community thought this was a great idea as it lessened the burden of spending on these goods for our local community. We are grateful for the support and participation of the local volunteers. ",admiration,0.6505599021911621
74,"Some volunteers, e.g., trustees run their own businesses. It has been hard for them to focus on pivoting the charity while also taking care of their own businesses and family impact. It is a hard juggling act as we know our services are needed. Also, funders are increasingly concentrating their funding on popular segments of the charitable sector. If a charity does not have the opportunity to promote itself and get in the news then it struggles to compete for funding. Feels like in time the small community-based charity in, for example, rural areas will be muscled out for funding altogether by the big players.",realization,0.6866959929466248
75,Our service did not operate during lockdown. We stayed home and stayed safe.,neutral,0.5063628554344177
76,This has through family harm and the whanau wellbeing as well as financial struggles ,neutral,0.9270257949829102
77,"Our seniors are more anxious about their whanau and well-being scared of another lockdown. However, it has also made a lot more people realise the value in connecting to each other.",approval,0.9291353821754456
78,"The funders need to look at the people they provide funding to. We had Māori organisations from Hamilton and Huntly providing care packs and food for our iwi, hapū, marae and whaanaunga. The very ones funded to do this mahi stayed home, stockpiled the hygiene packs and did little to support our people when they needed it. Tour Māori Hauora organisation practices nepotism and little care for our people. We had 2 brave ladies come into our rohe, one was whānau and the other was from another iwi. They did more for our people than our own iwi Hauora. Aroha atu for the negative whakaaro but it's frustrating when I observe kaupapa Māori organisations abuse their position of trust and privilege for their own profit and gain. The generosity of the 2 ladies who came to tautoko our iwi was amazing but sadly they have moved on because of jealousy from a tiny minority of the very people they helped out. ",anger,0.6269274353981018
79,Organisations are still dealing with a rise in mental health issues due somewhat to Covid-19,neutral,0.4866221249103546
80,"In our case we had taken in a new group of staff, mainly new grads, right before lockdown. The team building and knowledge development around our whakapapa and practice was probably lost in the time that people were working from home. That has impacted on the team dynamic and has taken some time to re build. ",realization,0.38209861516952515
81,Early and mid-2020 my stress level was very high and I lost sleep about the future of our business as the failure of the business seems imminent. At that stage we ran between 100% to 60% down on revenue. The Government however eased this stress however it was temporary. My stress is impacted as all staff are whanau and we will all suffer if our business fails. Moving into 2021 was a very cautious time and our income again was 30% down on the previous summer. Winter 2021 we are 50% down and I pray that we survive to October in the hope that we can revive our business.,optimism,0.9214765429496765
82,"All of the people who were homeless at lock down were housed during lock down. This, however, has not continued post lock down. The priority for government has been to build homes, however, homeless people can't afford houses so are still in the same situation they were in pre-lock down.",neutral,0.9396874904632568
83,"As a 100% volunteer-run non-profit organisation, we felt the pinch in terms of time, finances & volunteer availability, lack of technical (online) skills, being unable to train volunteers within a short time & also being unable to support as many people as we wanted to - as we rushed to increase service offerings and to really be there for people. We worked hard to still keep going & be there for those who wanted to be supported by us - those who were feeling lonely, facing financial hardship, going through relationship issues, depression and anxiety during challenging times and also those who were struggling to find employment/ pay their bills. At the same time, we collaborated in new ways with various organisations to support people in different ways. Although times were challenging, these experiences gave us depth and fulfilment to grow and expand in many creative and innovative ways. ",approval,0.9628119468688965
84,We implemented a wrap-around service to support all whanau in our community. Whatever was identified the need was met. No holds barred We operate under a multi structure it was natural for us to Manaaki all people no matter where they came from Kai was the centre of our structure ,approval,0.9797484278678894
85,"The organization has been proactive to support staff throughout the varying alert levels and changes that have resulted from COVID. However, impacts on staff are still evident in the amount of sick leave taken and in a general perception that the staff team struggles with resilience and coping. It seems that there is a double burden of taking care of themselves/their whanau while remaining focused on taking care of clients and continuing to provide essential programming in the community.",caring,0.9002102017402649
86,Nil,neutral,0.9799578785896301
87,"I think that COVID-19 has brought our team closer together, in terms of being aware of the needs of team members and looking at different ways to be flexible and support each other. Working from a shared office space with other community groups has also been very beneficial, with many examples of the groups helping each other out.",approval,0.9698670506477356
88,"Primarily the committee relies on money from grants that we apply for to pay for our expenses, such as electricity, rent, toy librarian wages, internet, cleaning products and renewal of toys. But in the past year due to the difficulties brought on by Covid 19 no grants were applied for by the previous committee. We also had no income from late March to August 2020 (2 months after level 2 ended), due to the lockdown and families restarting to use the toy library conservatively after the lockdown. The Wage Subsidy was applied for by the previous committee but our 1 employee works 6h per week therefore, not all the subsidy was used. The previous committee also did not apply for the Wage Subsidy Extension which we would have qualified for. This means that we now have very limited funds to work with until the next rounds of grants are approved and paid out from July onwards, if we are successful. In the meantime, we have been fundraising to generate some income and being financially conservative. We only have reserves to last another month. However, repaying the unused portion of the Wage Subsidy we could have kept if the Extension had been applied is going to burden us financially for the next 12 months. This is causing a lot of stress for the current committee as we do not want to close after 18 years of service for the community and all the work that even closing would entail.",sadness,0.4580160975456238
89,We have had an increase in those seeking counselling since levels have reduced. For our community it was interesting there seemed to be a collective we have been there done that and its over when levels were relaxed and then Auckland went into lock down our community almost did a collective gasp and were over the top vigilant and were reluctant to move about the community as they had been. I think it wasn't until that moment that the realisation hit that this was by no way over.,realization,0.9959781169891357
90,"Wellbeing is our biggest issue for our organisation. Emotions and stress levels are at an all-time high, staff are irrational, people are leaving, staff are blaming each other and the want to go back into lockdown is incredibly high. The impacts of being controlled by the fear of what COVID-19 brings has been huge and we are yet to see the worst of it. We have clinical staff that are acting out, and they have the training behind them. If they cannot regulate and self-reason, then what does that mean for the rest of the organisation.",disappointment,0.8257846832275391
91,I think we should promote the urgently needed herd immunity by better strategic massive COVID vaccination ,approval,0.9843983054161072
92,We have been very fortunate to have received a substantial Jobs for Nature grant that will fund our organisation for the next 5 years,gratitude,0.2526001036167145
93,We're doing fine! ,approval,0.7765688896179199
94,Pressure on so many of our seniors who lack the skills and are concerned about online activity such as banking,caring,0.9835648536682129
95,"After lockdown, some of our volunteers chose not to continue on the front of house roster. This made it harder for the remaining volunteers. We also had a backlog of work which seemed daunting after lockdown but we have worked through it steadily and are getting good feedback from the community which cheers us all up.",approval,0.3100500702857971
96,"The effect on the elderly volunteers (as vulnerable people) threatened the continuation of our service. The contrast with paid work where one is paid by the hour to volunteer work - where one may receive a $20 gift for the year - is huge. It would be great to offer volunteers petrol or supermarket vouchers. Because we cannot, essentially volunteering is costing people in time and travel expenses. This makes the sector difficult to recruit young volunteers for, and so hard to get emergent leadership. Would be good to see a koha scheme to encourage the out of work to volunteer and build their skills.",disapproval,0.5865253210067749
97,"Our festival had to be cancelled after a launch in early March 2020. We scrambled and created an online bubble festival that got an audience of 2,600 compared to 16,000 the previous year. The programme we rolled over to 2021 and with the help of MBIE Domestic Event Fund we were able to put on a festival in 2021. That funding we used mainly to try and get visitors from outside the region to help our festival partners that lost a lot of income due to borders closing.",disappointment,0.8235412836074829
98,"Working alone as a Manager I have noticed more community emotional need from organisation leaders and those that work autonomously are overworked, underpaid and concerned for their future. Reassurance to others as been a new factor I have had to take into account more regularly. Feeling unsettled as to whether there will be funding does tend to make you feel like there may be a time to consider more options. The pressure of people turning to you for help will certainly increase and the demand for volunteers increases but we are losing the older generation we have relied on for years. That concerns me.",realization,0.525377094745636
99,It was hard to get volunteers motivated after the lockdowns to attend meetings and project work....took some time to build that up again and it is still a bit of an issue. Also getting tradespeople and materials for projects that we had to put on hold during the lockdowns was difficult and this is ongoing. Weirdly it was nice for our busy volunteers to have a bit of break during lockdown :),disappointment,0.8148694038391113
100,I'm concerned about how fatigued our sector is and the increasing reality of burn out as they try and support a struggling community.,caring,0.9919163584709167
101,"The importance of staff wellbeing and ensure that staff look after themselves and their whanau is less negotiable, it has become a priority. ",caring,0.7557125687599182
102,Within the Ngāruawāhia community during COVID there was a lot of food distribution for Māori whanau - Tu Tangata has an increase in Pakeha families accessing food parcels and general support.,approval,0.8246576189994812
103,"My life has never been busier since we went into Covid-19, Level 4. Initially it was to prepare individual H & S plans for contractors in preparation for Level 3 just to maintain the existing programme. Since then, the pace has remained elevated I feel like I'm constantly sprinting when I'm only meant to be jogging. All of the opportunity for conservation post Level 4 is so positive, but it is also exhausting and not really sustainable. ",disappointment,0.7374454140663147
104,"Initially, the staff were very stressed by the lockdown but once we became more proficient in the use of digital technology, we became more relaxed and able to use it effectively. We were also hugely supported by the Govt wage subsidy - this took an enormous amount of pressure off us. Ironically, the whole experience culminated in the staff coming together to be more supportive and united.",realization,0.4940953254699707
105,We have a few older staff members who were a bit more anxious about their health and wellbeing. We needed to be flexible in having them stay at home through the different Levels. Our sick leave rate has increased substantially as people now stay home at the slightest inkling of sickness approaching.,approval,0.6360096335411072
106,The most profound impacts for our whanau during COVID 19 was when the way in which WINZ operated in the absence of the rigid rules that allowed whanau immediate access to support when they needed help. The other profound impact was the way in which the NGO sector collaborated and worked effectively together. It would be great to have these aspects continue to meet the needs of whanau. ,admiration,0.6466213464736938
107,We kept in touch remotely & came through it well,approval,0.8687775731086731
108,"As I am 70 years+ I found I needed help from others when lock down hit. A ding to my pride but realistic too because although I value my independence, I have been very fortunate health wise and age will continue to bring challenges. After the earthquakes we were told it would take 50 years to get back to normal and I realized I would not be here. Covid told me I value and enjoy my own space but I also need community. Some of our staff/volunteers struggled without face-to-face contact and were ready to break rules just to be with people again. Some volunteers were extremely busy in their employment and faced discrimination and grumpy people but they had no time to receive support. Internet access was difficult when you had parents working online from home and children zooming in for lessons.",realization,0.8865065574645996
109,The workload has increased and valuable volunteers have to be looked after so stress levels are controlled,neutral,0.720589816570282
110,"Staff turnover has increased as staff look at options that are more family friendly - work closer to their home, shorter hours, contracting that allows more flexibility.",approval,0.9816978573799133
111,"Our clients are mainly elderly and unable to access transport. We offer a safe reliable service to the supermarket at an affordable price. During the past year mainly of the clients have felt isolated and afraid to venture out because of their fears around catching Covid 19. When we were able to return to normal service, some were still reluctant to go out but also felt like a burden to their families, friends and neighbours because they had to rely on them to fill their needs.",neutral,0.7051784992218018
112,"Staff work from home 2 days per week and 3 days in the office. Additional pressure of financial risk to organisation has increased stress levels of staff. Being a smaller team morale has remained pretty good, making sure we celebrate small successes. ",joy,0.3683047294616699
113,"The board was in good frame of mind, relaxed and comfortable. Zoom meetings gave us good connectivity. Creative people wanted to share their work.",admiration,0.765433669090271
114,Members are afraid to come to the meeting at the early stage of covid 19.Now attending with mask and other guidelines.,fear,0.9560638070106506
115,"We lost $440k last year - we were very transparent with staff. The vast majority of our staff were very appreciative of it and regularly commented on how much the valued all the effort that was being done and the fact that we didn't make redundancies or make staff take pay cuts. We did have a couple individuals that seemed to have developed an entitled attitude in this time and expected salary increases, resisted picking up extra work to help out. This caused major issues as they became quite vocal. They have left the organisation and the culture has bounced back, with remaining staff telling us how uncomfortable they felt and that when they tried to say they felt very supportive, they were then criticised or ostracised by this small group. I've spoken to a few other CEOs who have said that they had a similar experience. Vast majority of staff were amazing and doing what was needed to get through. But a small number who didn't seem to have empathy and developed an entitled attitude.",admiration,0.8298001885414124
116,Organizational cuts mean that everyone has more workload expected of them but no extra support or training. Makes it all feel a bit overwhelming and like you’re not valued as no one is about helping each other out anymore,disappointment,0.9401184320449829
117,"Our organisation has been ok, we do however understand the pressure put on the sector we support and the staff working in the sector.",approval,0.9008356928825378
118,"As we deal with animals as well as humans, during the lockdown only a few were able to be on site. This meant no breaks for them & constant stress especially during the winter months",neutral,0.9541910290718079
119,"Covid 19 lockdowns were beneficial to the environment. Fish was plentiful, and with no vehicle sounds birds and other sounds of nature could be heard and enjoyed. Keeping in touch by phone with whanau in other places was great for peace of mind, but sitting at zoom meetings for hours on end was bad for my physical wellbeing as I was sitting at my desk for long periods of time, forgetting to take a break. ",approval,0.8333722352981567
120,Some of our committee members have read a lot of information on social media that has been somewhat distressing. ,disappointment,0.9551720023155212
121,"Having to stop intensive 10-day residential courses partway through, to meet government lockdown requirement, is distressing to the students and all the volunteers serving them. ",disappointment,0.989615797996521
122,As a very small volunteer organisation there has been a big impact at the leadership/governance level where more than half of the trustees/leaders have been emotionally and mentally affected and distressed. They have not returned to previous capacity.,disappointment,0.3605828881263733
123,"Two very strong themes came out during Covid 1 in our community. 1) Many dog owners do not control their dogs. They have them off lead, and their idea of taking the dog for a walk is to take it for a shit on the footpath. Some dog owners do not stop their dogs barking all day. Wellington City Council MUST prosecute dog owners with dogs off lead or alternatively provide much larger off-lead romping areas for dogs. Dogs and their owners are out of control and this is a national issue, not a local one. 2) There are limited places to walk recreationally in our community. (Council are addressing this). As we are a small green community, lots of strangers came walking in our streets which created anxiety for some, including the dog owners whose dogs growled and barked at them. We know our locals and have a culture of questioning strangers. There were so many people walking it got congested. With the new track due to open this year, the problem will be that the dog owners will take over and the recreational walk will become fouled with dog faeces. In UK, they have banned dogs in some public parks due to the health issues caused by dog faeces. I think the time has come for Council to reconsider dogs as pets, especially in cities where the sections are now very small. ",neutral,0.8134035468101501
124,Libraries all got hit from the lockdown and ability to know how to continue giving service. One of our library’s downsides compared to other libraries was having a digital foot print so parents could organise toys to hire for that time. ,neutral,0.5922465920448303
125,"Creating a start-up during that pandemic was the craziest thing to do, everyone told me. As a solo parent and having to go back on the benefit seems like a very high risk that was bound to fail. It has been very stressful, and a rollercoaster ride, where I would often find myself looking at returning to a 9-5 job. However, we turn 1 in three weeks, and with all the craziness, leg work, knocking on doors and getting rejected, not getting paid - it's all been with it and I would not change a thing at all. The pandemic has made me look at things from another lens and take risks that I would probably not have, because it’s all about the people, or in my case the children. ",approval,0.4658541679382324
126,"I feel it’s been tougher as a manager as the emotional support needed for staff has been greater. Staff have needed more from their manager, as things have been more up and down in their personal lives. We've needed to deal with team members with different ideas of what's okay risk wise, so there's been a need for lots more conversations about workplace behaviour. This has gone well, but its draining. ",disappointment,0.5035328269004822
127,Really has not affected us,neutral,0.7665972113609314
128,"I didn't seem to impact on our volunteers. They can still sew for us at home, in their own time when it suits them. In that way it gave them something to do and the knowledge that they were still about to help others.",neutral,0.9799163341522217
129,Board members and volunteers leaving our town due to losing work in a tourist town with no new job opportunities on the horizon. Those board members & volunteers who remain in town are living on less income and often struggling to make ends meet.,disappointment,0.8533174395561218
