,Field,Text,sentiment,sentiment_group,subjectivity,subjectivity_group
34,Can you please tell us your organisations current key priorities and or concerns,Our main vision is to empower people to make positive choices,0.19696969696969696,Neutral,0.43939393939393934,More Objective
35,Can you please tell us your organisations current key priorities and or concerns,Becoming a charitable Trust. 2022 NZ and international competitions 2024 or 25 bringing international competition to NZ,0.2625,Neutral,0.41250000000000003,More Objective
36,Can you please tell us your organisations current key priorities and or concerns,"Community safety, keeping our rangatahi busy and out of trouble. Drug and alcohol abuse.",-0.05,Neutral,0.25,More Objective
37,Can you please tell us your organisations current key priorities and or concerns,No idea.,0.0,Neutral,0.0,More Objective
38,Can you please tell us your organisations current key priorities and or concerns,Identifying potential sources for grant funding to maintain level of services for members,0.0,Neutral,1.0,More Subjective
39,Can you please tell us your organisations current key priorities and or concerns,Community collaboration and wellness,0.0,Neutral,0.0,More Objective
40,Can you please tell us your organisations current key priorities and or concerns,Engaging volunteers,0.4,Positive,0.7,More Subjective
41,Can you please tell us your organisations current key priorities and or concerns,Working for Ōtautahi/Christchurch and its environs to be strongly sustainable ,0.4333333333333333,Positive,0.7333333333333333,More Subjective
42,Can you please tell us your organisations current key priorities and or concerns,"Delivery and continued development of programmes. Upgrading our procedures, processes, and policies. Transitioning our digital systems to an integrated model. Fundraising for future delivery of project-based programmes",0.0,Neutral,0.0625,More Objective
43,Can you please tell us your organisations current key priorities and or concerns,Funding to complete the project. Statutory recognition and protection of this branch of heritage.,0.1,Neutral,0.4,More Objective
44,Can you please tell us your organisations current key priorities and or concerns,We are in the process of saving a listed building and having it moved to our current site.,0.0,Neutral,0.4,More Objective
45,Can you please tell us your organisations current key priorities and or concerns,"Improving our profile so we are a 'first port of call' to the community when help is needed, ensuring we provide services that meet our community's needs, opening a 'nearly open' additional facility",0.125,Neutral,0.41666666666666663,More Objective
46,Can you please tell us your organisations current key priorities and or concerns,Sufficient volunteer hours to meet deadlines ,0.0,Neutral,0.0,More Objective
47,Can you please tell us your organisations current key priorities and or concerns,Enough sustainable funding to grow the services to enable us to meet community demand,0.0,Neutral,0.5,More Subjective
48,Can you please tell us your organisations current key priorities and or concerns,Affordable housing,0.0,Neutral,0.0,More Objective
49,Can you please tell us your organisations current key priorities and or concerns,Growing financial reserves and improving service to community ,0.0,Neutral,0.0,More Objective
50,Can you please tell us your organisations current key priorities and or concerns,Secure sustainable funding source,0.4,Positive,0.6,More Subjective
51,Can you please tell us your organisations current key priorities and or concerns,"Financial costs of maintaining buildings urgently needing repair, 50% decrease in release of funds applied for, ",0.0,Neutral,0.0,More Objective
52,Can you please tell us your organisations current key priorities and or concerns,Māori health and wellbeing ,0.0,Neutral,0.0,More Objective
53,Can you please tell us your organisations current key priorities and or concerns,Financial stability to keep our operations costs covered,0.0,Neutral,0.0,More Objective
54,Can you please tell us your organisations current key priorities and or concerns,Ensuring services for customers are available and delivered,0.4,Positive,0.4,More Objective
55,Can you please tell us your organisations current key priorities and or concerns,Empowering families to be self-reliance and prosper.,0.0,Neutral,0.0,More Objective
56,Can you please tell us your organisations current key priorities and or concerns,Health matters across the board . High concern is slow pace of getting Covid vaccinations into the community,-0.07000000000000002,Neutral,0.47,More Objective
57,Can you please tell us your organisations current key priorities and or concerns,"Concerns are that there is a push to amalgamate/merge some orgs to become one, which makes sense on paper, but can be challenging for smaller Māori and Pasifika orgs who provide unique services. Simply merging will lose the key essence of how they work and the nuances that they have. Concerns that big organisations are hogging all of the big contracts and responses as they have all the flash marketing and staff to do their fundraising and coms etc, meanwhile the small orgs are doing it hard on the ground.",0.037037037037037035,Neutral,0.5554232804232805,More Subjective
58,Can you please tell us your organisations current key priorities and or concerns,Food security; food sovereignty; reducing greenhouse gases,0.0,Neutral,0.0,More Objective
59,Can you please tell us your organisations current key priorities and or concerns,Funding and proving value/viability,0.0,Neutral,0.0,More Objective
60,Can you please tell us your organisations current key priorities and or concerns,Developing a Better Business Case,0.5,Positive,0.5,More Subjective
61,Can you please tell us your organisations current key priorities and or concerns,"Revenue and board As of last week, staffing",0.0,Neutral,0.06666666666666667,More Objective
62,Can you please tell us your organisations current key priorities and or concerns,"Revenue savings, staff salary reduction, working from home flexibility, future for Auckland",0.0,Neutral,0.125,More Objective
63,Can you please tell us your organisations current key priorities and or concerns,Housing and lack of Emergency Housing options Digital Exclusion for our clients,0.0,Neutral,0.0,More Objective
64,Can you please tell us your organisations current key priorities and or concerns,Focus on increasing engagement with youth and one identified region in our area that was difficult to engage with during COVID restrictions. Sustainable Long-term funding always an issue. Large workloads when all our staff are part-time. Concern re losing staff as they often end up working additional hours. Strengthening our Governance Team.,-0.14285714285714285,Neutral,0.7142857142857143,More Subjective
65,Can you please tell us your organisations current key priorities and or concerns,Website platform development,0.0,Neutral,0.0,More Objective
66,Can you please tell us your organisations current key priorities and or concerns,Preparation for growth ,0.0,Neutral,0.0,More Objective
67,Can you please tell us your organisations current key priorities and or concerns,Rangatahi is our key priority,0.0,Neutral,1.0,More Subjective
68,Can you please tell us your organisations current key priorities and or concerns,Ensuring that organisations in our community have adequate volunteers,0.3333333333333333,Neutral,0.3333333333333333,More Objective
69,Can you please tell us your organisations current key priorities and or concerns,Staying visible in our community so that those who would benefit from our service know where we are and feel comfortable coming.,0.4,Positive,0.8,More Subjective
70,Can you please tell us your organisations current key priorities and or concerns,Keeping the Community engaged,0.0,Neutral,0.0,More Objective
71,Can you please tell us your organisations current key priorities and or concerns,Funding,0.0,Neutral,0.0,More Objective
72,Can you please tell us your organisations current key priorities and or concerns,Reaching rangatahi through zoom Maintaining level of interest in education when it was not a priority for some whānau Ensuring our workers and volunteers are well and supported Ensuring good communication with all areas of our contract,0.7,Positive,0.6000000000000001,More Subjective
73,Can you please tell us your organisations current key priorities and or concerns,Get more volunteers ,0.5,Positive,0.5,More Subjective
74,Can you please tell us your organisations current key priorities and or concerns,Support and development of our youth,0.0,Neutral,0.0,More Objective
75,Can you please tell us your organisations current key priorities and or concerns,Staff and client safety.,0.0,Neutral,0.0,More Objective
76,Can you please tell us your organisations current key priorities and or concerns,Whanau well-being,0.0,Neutral,0.0,More Objective
77,Can you please tell us your organisations current key priorities and or concerns,Supporting our volunteers through rising demand. Recruiting volunteers to leadership positions is difficult. Growing to meet demand,-0.125,Neutral,0.625,More Subjective
78,Can you please tell us your organisations current key priorities and or concerns,Staffing ,0.0,Neutral,0.0,More Objective
79,Can you please tell us your organisations current key priorities and or concerns,Engaging with more clients before they are in too deep - financial difficulties,0.225,Neutral,0.4,More Objective
80,Can you please tell us your organisations current key priorities and or concerns,"Volunteer support, funding, Te Tiriti responsibilities ",0.0,Neutral,0.0,More Objective
81,Can you please tell us your organisations current key priorities and or concerns,"Developing multi-purpose value proposition for funders, donors, etc. Establishing dialogue with other similar organisations Sustainable funding, including employment of a CEO Increasing volunteer numbers Finding a suitable new Chairperson",0.1403409090909091,Neutral,0.4948863636363636,More Objective
82,Can you please tell us your organisations current key priorities and or concerns,Valuing supporting connecting volunteers,0.25,Neutral,0.25,More Objective
83,Can you please tell us your organisations current key priorities and or concerns,Ongoing resources/funding with the establishment of Te Pukenga,0.0,Neutral,0.0,More Objective
84,Can you please tell us your organisations current key priorities and or concerns,Keeping our festivals accessible to the public and providing an event that pays its own way as much as possible,0.24375,Neutral,0.6104166666666666,More Subjective
85,Can you please tell us your organisations current key priorities and or concerns,Maintaining and caring for our current staff Increasing revenue Future proofing the current business Enhancing health and safety,0.0,Neutral,0.30833333333333335,More Objective
86,Can you please tell us your organisations current key priorities and or concerns,Recycling and waste reduction,-0.2,Neutral,0.0,More Objective
87,Can you please tell us your organisations current key priorities and or concerns,We have only had volunteer referrals in two of our requested areas gardening and IT support,0.0,Neutral,1.0,More Subjective
88,Can you please tell us your organisations current key priorities and or concerns,Providing social connections with other community member and raising funds to maintaining our asset,-0.04583333333333334,Neutral,0.22083333333333333,More Objective
89,Can you please tell us your organisations current key priorities and or concerns,Inclusivity Community safety Mental health ,-0.1,Neutral,0.2,More Objective
90,Can you please tell us your organisations current key priorities and or concerns,"Te tangata, Te tangata, Te tangata; both participants and staff",0.0,Neutral,0.0,More Objective
91,Can you please tell us your organisations current key priorities and or concerns,"Ensuring system shifts that happened during Covid aren't totally lost and that central and local govt organisations remain proactively open to changing how they work with communities and what /how they invest and work as enablers. While politicians may want transformation, we're not seeing lots of examples of this in practice = bureaucracies are holding on to power and control. We want to join up with others working nationally in the systems change space so we're collectively maximising impact and effort.",0.0,Neutral,0.375,More Objective
92,Can you please tell us your organisations current key priorities and or concerns,"Supporting those with Disabilities at home in the community. Organizing family networks, fundraising engaging with other networks",0.17500000000000002,Neutral,0.44166666666666665,More Objective
93,Can you please tell us your organisations current key priorities and or concerns,Ensuring that the mana of the people is upheld. That their concerns are addressed. That they are part of the decision-making process. ,0.0,Neutral,0.0,More Objective
94,Can you please tell us your organisations current key priorities and or concerns,The health and wellbeing of those 50 years and over,0.0,Neutral,0.0,More Objective
95,Can you please tell us your organisations current key priorities and or concerns,Being able to sufficiently resource the constant increasing need for support. And managing an increasing team which will continue to work remotely.,0.13333333333333333,Neutral,0.38611111111111107,More Objective
96,Can you please tell us your organisations current key priorities and or concerns,Everything we do at Wai Ora comes from a community need. As we all know community needs are increasing due to more issues being created every year by higher populations happening so fast NZ is not keeping up with demand. Wai Ora has always focussed on the solutions and got on with it praying and believing the money side will catch up somewhere along the way. ,0.20625,Neutral,0.49375,More Objective
97,Can you please tell us your organisations current key priorities and or concerns,Housing Food Relationships Mental Health ,-0.1,Neutral,0.2,More Objective
98,Can you please tell us your organisations current key priorities and or concerns,Key priorities are finding ways to bring our community together to build stronger relationships.,0.0,Neutral,1.0,More Subjective
99,Can you please tell us your organisations current key priorities and or concerns,Increasing our visitor numbers and maintaining our museum. Major concern is the aging of our volunteers!,0.078125,Neutral,0.5,More Subjective
100,Can you please tell us your organisations current key priorities and or concerns,"Workload & Funding for wages. We received a covid 19 wellbeing fund boost which doubled our staffing hours - but that's still not enough to meet demand/ workload. It was one-off so when it runs out, we are concerned we won't find enough funding to maintain event current (insufficient) hours. ",0.0,Neutral,0.4666666666666666,More Objective
101,Can you please tell us your organisations current key priorities and or concerns,"Maintaining current and future service delivery to patients and their families, free of charge",0.13333333333333333,Neutral,0.4416666666666667,More Objective
102,Can you please tell us your organisations current key priorities and or concerns,We have enough funds to continue paying for a coordinator,0.0,Neutral,0.5,More Subjective
103,Can you please tell us your organisations current key priorities and or concerns,• Promote inclusion and celebration of diversity • Support of the New Zealand Migrant Settlement Strategy • Contribute to making New Zealand Te Tiriti based Multicultural Society • Support of migrants and their families in their respective communities ,0.0909090909090909,Neutral,0.33636363636363636,More Objective
104,Can you please tell us your organisations current key priorities and or concerns,Heavy workload/project delivery at current staffing levels. Securing sufficient funding to deliver projects fully.,-0.1,Neutral,0.45,More Objective
105,Can you please tell us your organisations current key priorities and or concerns,"Maintaining funding and staffing levels so that we can remain financially viable and grow to meet the needs of the community. We are very short-staffed but don't have the funding to employ more people. Our main funding source (Northland DHB contract) is in jeopardy due to the Nationalisation of the health service, and we struggle to obtain grants from other funders since, as a Community Foundation, we are considered a fundraiser.",0.10277777777777776,Neutral,0.3138888888888889,More Objective
106,Can you please tell us your organisations current key priorities and or concerns,Maintaining the services required to fulfil the cultural needs or our iwi and hapū,0.1,Neutral,0.1,More Objective
107,Can you please tell us your organisations current key priorities and or concerns,Funding beyond June 2022 - raising funds to expand service levels ,0.0,Neutral,0.0,More Objective
108,Can you please tell us your organisations current key priorities and or concerns,"Maintaining health and safety, increasing audit and paperwork.",0.0,Neutral,0.0,More Objective
109,Can you please tell us your organisations current key priorities and or concerns,Ensuring provision of education to all members at all levels. Leveraging off the new liaisons and awareness of the organisation and its goals.,0.13636363636363635,Neutral,0.45454545454545453,More Objective
110,Can you please tell us your organisations current key priorities and or concerns,"Current priority is to keep a 50-year event alive after losing a huge volunteer base, enthusiastic committee, and funding due to a hiatus caused by the pandemic. Concerns are that momentum has been lost, we are in dire financial strife and the current climate isn't conducive to funders supporting, citizens volunteering for, a ""feel-good"" community event.",0.04722222222222223,Neutral,0.5138888888888888,More Subjective
111,Can you please tell us your organisations current key priorities and or concerns,Getting our message out to the community ,0.0,Neutral,0.0,More Objective
112,Can you please tell us your organisations current key priorities and or concerns,"Continuity of Services, improving our internal infrastructure and resources to respond to emerging needs, resourcing requests for support, service delivery and new programmes and projects. ",0.06818181818181818,Neutral,0.22727272727272727,More Objective
113,Can you please tell us your organisations current key priorities and or concerns,Having sufficient numbers of volunteers and trustees with the time and energy to carry out our functions well. ,0.0,Neutral,0.0,More Objective
114,Can you please tell us your organisations current key priorities and or concerns,Building up the Community Gardens; providing and catering cultural activation for the demographic make-up of the Rohe.,0.1,Neutral,0.1,More Objective
115,Can you please tell us your organisations current key priorities and or concerns,Housing,0.0,Neutral,0.0,More Objective
116,Can you please tell us your organisations current key priorities and or concerns,That we continue to keep the current level and numbers of volunteers,0.0,Neutral,0.4,More Objective
117,Can you please tell us your organisations current key priorities and or concerns,Competing for funding while delivering quality services,0.0,Neutral,0.0,More Objective
118,Can you please tell us your organisations current key priorities and or concerns,Funding we are competing with many other organisations. Many funders are no longer giving as much money or have ceased to give funding and street appeals are becoming more challenging due to people no longer carrying cash. ,0.3,Neutral,0.5375,More Subjective
119,Can you please tell us your organisations current key priorities and or concerns,Providing a transport service for those in need who are unable for whatever reason to attend medical appointments etc outside our area.,-0.16666666666666666,Neutral,0.18333333333333335,More Objective
120,Can you please tell us your organisations current key priorities and or concerns,Musicians have not performed for some time and to get them back performing.,0.0,Neutral,0.0,More Objective
121,Can you please tell us your organisations current key priorities and or concerns,Kaumatua ( Elderly) Health needs Staff and their/our health and wellbeing understanding our communities/or organizations needs and wants,0.2,Neutral,0.1,More Objective
122,Can you please tell us your organisations current key priorities and or concerns,Funding is our biggest concern to maintain the level of service we provide. With increased demand we are stretched and staff volunteer more time than ever. We foresee a bleak future with funding meaning losing staff.,-0.1375,Neutral,0.40625,More Objective
123,Can you please tell us your organisations current key priorities and or concerns,Weekly marae-based GP service for Māori,0.0,Neutral,0.0,More Objective
124,Can you please tell us your organisations current key priorities and or concerns,Supporting social services in our community by providing space to work from,0.14166666666666666,Neutral,0.15833333333333333,More Objective
125,Can you please tell us your organisations current key priorities and or concerns,Funding - we are being challenged by one of our main funders because we are not a tangata whenua service. So even though our numbers are higher than the funder has estimated we are not getting any support to manage that - so the begging bowl is out and we have to go to the goodwill of the community to support us - but young people don't attract as much philanthropic funding as other things like hospice and cancer in this community,0.11833333333333332,Neutral,0.3616666666666667,More Objective
126,Can you please tell us your organisations current key priorities and or concerns,Create employment opportunities for our whanau and develop skills and implement training and experience for our staff. Connect all staff to tikanga and te Taiao.,0.0,Neutral,0.0,More Objective
127,Can you please tell us your organisations current key priorities and or concerns,Lobbying the government to have better solutions for the homeless,0.5,Positive,0.5,More Subjective
128,Can you please tell us your organisations current key priorities and or concerns,"Current key priorities - providing services such as meditations, counselling, life solutions, healing & food donations (in the form of sessions/ special events/ workshops). Concerns - not enough volunteers and inability of current volunteers to manage everything. Also, a lack of technical knowledge amongst current members who need training & support. Members of the public also require ongoing support after sessions and we find it challenging to provide support for everyone while balancing other responsibilities.",0.06655844155844157,Neutral,0.48300865800865805,More Objective
129,Can you please tell us your organisations current key priorities and or concerns,Manaaki our whanau anxious of getting Covid 19 that may spread in our community ,-0.25,Neutral,1.0,More Subjective
130,Can you please tell us your organisations current key priorities and or concerns,"Gaining funding for supply of uniforms, equipment & training so we can continue to serve our community",0.0,Neutral,0.0,More Objective
131,Can you please tell us your organisations current key priorities and or concerns,"Generating sufficient capacity as a Neighbourhood organisation, through training/skills development and developing robust relationships of trust within our Management Committee (also Operational).",0.0,Neutral,0.0,More Objective
132,Can you please tell us your organisations current key priorities and or concerns,Youth mental health Rural programming Raising funds,-0.05,Neutral,0.1,More Objective
133,Can you please tell us your organisations current key priorities and or concerns,Growing to do more work we will need to have staff / we can’t have volunteer always ,0.5,Positive,0.5,More Subjective
134,Can you please tell us your organisations current key priorities and or concerns,"Building our capacity is our biggest concern. Our members could benefit from so many more opportunities and resources, but we struggle to facilitate these. ",0.5,Positive,0.5,More Subjective
135,Can you please tell us your organisations current key priorities and or concerns,New fundraising opportunities. How to fund impactfully in new environment.,0.13636363636363635,Neutral,0.45454545454545453,More Objective
136,Can you please tell us your organisations current key priorities and or concerns,Funding of paid staff. We have gone from having no paid staff to 2 full timers to ensure we have business continuity through all alert levels as we are deemed an essential service ,0.175,Neutral,0.42500000000000004,More Objective
137,Can you please tell us your organisations current key priorities and or concerns,Providing help to the community,0.0,Neutral,0.0,More Objective
138,Can you please tell us your organisations current key priorities and or concerns,"Promoting and advocating for volunteers and volunteering. Encouraging people to continue volunteering, through different types of opportunities, through times of change and uncertainty.",0.0,Neutral,0.6,More Subjective
139,Can you please tell us your organisations current key priorities and or concerns,"Have grants that we have applied for approved so that we can continue to operate, purchase equipment to attract new members.",0.13636363636363635,Neutral,0.45454545454545453,More Objective
140,Can you please tell us your organisations current key priorities and or concerns,"Continuation of services, ongoing funding to support staff , ups and downs of client’s attendance based on covid levels.",0.0,Neutral,0.0,More Objective
141,Can you please tell us your organisations current key priorities and or concerns,Meeting the demand from clients,0.0,Neutral,0.0,More Objective
142,Can you please tell us your organisations current key priorities and or concerns,Help local new Migrants in New Zealand ,0.0909090909090909,Neutral,0.30303030303030304,More Objective
143,Can you please tell us your organisations current key priorities and or concerns,Wellbeing of our ethnic communities is our key priority Concern is that government is not proactive with sharing valuable information which can help and support our ethnic community. ,0.0,Neutral,1.0,More Subjective
144,Can you please tell us your organisations current key priorities and or concerns,Work/life balance,0.0,Neutral,0.0,More Objective
145,Can you please tell us your organisations current key priorities and or concerns,Business as usual - continuing to do what we do well and to grow organically from that,-0.25,Neutral,0.25,More Objective
146,Can you please tell us your organisations current key priorities and or concerns,How to meet funding gap of expanding services,0.0,Neutral,0.0,More Objective
147,Can you please tell us your organisations current key priorities and or concerns,"Community gathering, events",0.0,Neutral,0.0,More Objective
148,Can you please tell us your organisations current key priorities and or concerns,Key priorities are to keep vols safe and engaged with the museum; to attract more visitors and to seek and be awarded more grants,0.375,Neutral,0.625,More Subjective
149,Can you please tell us your organisations current key priorities and or concerns,"Obtaining funding, building volunteer base, supporting volunteers we have.",-0.275,Neutral,0.625,More Subjective
150,Can you please tell us your organisations current key priorities and or concerns,"Having enough volunteers to manage growth, and funding to pay for additional to support the growth.",0.0,Neutral,0.5,More Subjective
151,Can you please tell us your organisations current key priorities and or concerns,We were able to benefit from Domestic Event Funding and through this injection of funds we were able to promote our festival really well. Now we are back to finding business sponsors and the climate isn’t that great for achieving more business funding. But we are a lean operation and will have to make the most of the budget we have and may have to use reserve funds.,0.375,Neutral,0.4125,More Objective
152,Can you please tell us your organisations current key priorities and or concerns,Funding - finding the money to do the work.,0.0,Neutral,0.0,More Objective
153,Can you please tell us your organisations current key priorities and or concerns,Raising our profile in the community. We have a new strategic plan and intend on developing our services we provide our organisations and how we communicate with our volunteers. Concerns we have are around future funding. Without multi funding opportunities we will struggle to maintain our services and potentially lose stuff to more financially stable employment.,0.12727272727272726,Neutral,0.4159090909090909,More Objective
154,Can you please tell us your organisations current key priorities and or concerns,Banking services being reduced further and cashless society promoted...we rely on donations from events which are primarily cash based. Maintaining continuity of our services to the communities we serve.,0.2,Neutral,0.5,More Subjective
155,Can you please tell us your organisations current key priorities and or concerns,Suicide prevention alcohol harm reduction falls prevention,0.0,Neutral,0.0,More Objective
156,Can you please tell us your organisations current key priorities and or concerns,"Funding, training new Volunteers and a better venue ",0.3181818181818182,Neutral,0.4772727272727273,More Objective
157,Can you please tell us your organisations current key priorities and or concerns,Community education to empower other groups to grow.,-0.125,Neutral,0.375,More Objective
158,Can you please tell us your organisations current key priorities and or concerns,"Development of business elements in response to extreme growth. E.g., IT, Health and Safety, Finance, Admin, Communications",-0.125,Neutral,1.0,More Subjective
159,Can you please tell us your organisations current key priorities and or concerns,Concerns-higher needs in the community re: mental health and poverty that we don't have capacity to meet Key Priorities-to ensure staff are well supported to continue their excellent work in the community. ,0.3,Neutral,0.7333333333333334,More Subjective
160,Can you please tell us your organisations current key priorities and or concerns,Long term funding I.T protection Younger volunteers,-0.025,Neutral,0.2,More Objective
161,Can you please tell us your organisations current key priorities and or concerns,Families of middle income are very stressed; Families of young children are disintegrating more often than in the past Families have no time or money for their children Teachers in early childhood charitable centres are poorly supported by government funding ,0.10625,Neutral,0.39375,More Objective
162,Can you please tell us your organisations current key priorities and or concerns,No change - faith based,0.0,Neutral,0.0,More Objective
163,Can you please tell us your organisations current key priorities and or concerns,Delivered contracted numbers and ensure that the quality of service is delivered.,0.0,Neutral,0.0,More Objective
164,Can you please tell us your organisations current key priorities and or concerns,To ensure we continue to support our community in both individual and group programmes and activities,0.0,Neutral,0.4,More Objective
165,Can you please tell us your organisations current key priorities and or concerns,"Key Priority: Continuing to do our best for kiwi (the bird) locally, regionally and nationally. Key Concern: Staff turnover and induction of entities we work with - having to start relationships at the beginning time and time again. ",0.25,Neutral,0.575,More Subjective
166,Can you please tell us your organisations current key priorities and or concerns,"Our concern is the lack of Ministry of Health funding through DHB which means we cannot increase our services, though we know there is a need to do so. We are also a bit nervous about the health restructure next year and how we will be placed in that. Post- Covid, we lost some volunteers and we do not seem able to attract more volunteers to support our work.",0.3333333333333333,Neutral,0.375,More Objective
167,Can you please tell us your organisations current key priorities and or concerns,Finances,0.0,Neutral,0.0,More Objective
168,Can you please tell us your organisations current key priorities and or concerns,More funding to better pay our staff and see more clients - pay equity!,0.5416666666666666,Positive,0.5,More Subjective
169,Can you please tell us your organisations current key priorities and or concerns,Ministry and community support,0.0,Neutral,0.0,More Objective
170,Can you please tell us your organisations current key priorities and or concerns,Continuing support for our community and looking at how we share what we do. Ensuring equitable access to art and arts programming and the associated wellbeing outcomes. ,0.0,Neutral,0.0,More Objective
171,Can you please tell us your organisations current key priorities and or concerns,"Our major concern is sustainability. Particularly with Lotteries in which we have been advised that the multiyear contracts will no longer be provided and they were now reviewing the future of funding due to COVID 19. So, this presents our organisation with a very uncertain future. ",0.05069444444444445,Neutral,0.29305555555555557,More Objective
172,Can you please tell us your organisations current key priorities and or concerns,Finding & Employing quality Youth Workers to meet expanding need.,0.0,Neutral,0.0,More Objective
173,Can you please tell us your organisations current key priorities and or concerns,To grow our organization particularly now we have finally upgraded/upgrading our buildings. Delays because of quake issues,0.08333333333333333,Neutral,0.6666666666666666,More Subjective
174,Can you please tell us your organisations current key priorities and or concerns,"To help, assist and support disabled members to stay informed and help them lead independent lives in the community",-0.1,Neutral,0.2125,More Objective
175,Can you please tell us your organisations current key priorities and or concerns,Developing skills and supplying equipment and clothing,0.0,Neutral,0.0,More Objective
